paper_id,title,year
60388091,PHENOMENOLOGICAL THEORY OF MODE COLLAPSE-REVIVAL IN A CONFINED BOSE GAS,1997
116464792,A more accurate analysis of Bose-Einstein condensation in harmonic traps,1997
253462003,Evaporative cooling of an ideal Bose-Einstein gas in an anharmonic parabolic confinement potential,1997
345477320,Superfluidity in the new quantum statistical approach,1997
268559027,Vibrational Raman spectrum of a degenerate boson gas,1997
129915841,Bose-Einstein Condensation of Lithium - The Role of Interactions,1997
374589383,Bose-Einstein condensation of finite number of confined particles,1997
218689502,Loading atoms into a surface trap: simulations of an experimental scheme,1997
1215902,Magneto-optical trap for sodium atoms operating on the D1 line,1997
197223853,Temperature-selective trapping of atoms in a dark state by means of quantum interference,1997
343496924,Nonlinear dynamics of a Bose condensed gas,1997
16503035,Holographic manipulation of an atomic beam,1997
361478992,Temperature-dependent scaling fields and quantum criticality within the Wilson renormalization group approach,1997
119502869,Laser cooling and trapping of neutral atoms,1997
414224803,Nonexponential decay of an atomic excited state in the presence of a Bose-Einstein condensate,1997
140951443,MANIPULATING EXTERNAL DEGREES OF FREEDOM WITH INTENSE LIGHT : LASER FOCUSING AND TRAPPING OF MOLECULES,1997
231083109,Bose-Einstein Condensation in a Confined Geometry with and without a Vortex,1997
390766,Atome im Doppeltopf‐Potential gefangen. Interferenz zwischen zwei Bose‐Einstein‐Kondensaten,1997
160878338,Variational study of dilute Bose condensate in a harmonic trap,1997
134185246,Cold system of dipolar particles in electric field: Bose-Einstein condensation☆,1997
60521385,ASYMPTOTIC EQUATIONS FOR RESONANT DYNAMICS IN POSITION-DEPENDENT MAGNETIC FIELDS,1997
121929681,Bose–Einstein condensation in magnetic traps. Introduction to the theory,1998
154077390,Dark-spot atomic beam slowing to load magneto-optical traps,1998
170092309,Dark-hollow-beam gravito-optical atom trap above an apex of a hollow optical fibre,1998
368933222,Magnetic trapping of calcium monohydride molecules at millikelvin temperatures,1998
167423772,"Atoms in Optical Lattices: Cooling, Trapping and Squeezing Atoms with Light",1998
230628640,Collapses of Wavefunctions in Multi-Dimensional Coupled Nonlinear Schrodinger Equations under Harmonic Potentials,1998
200661106,Bose-Einstein condensation in nonuniform media,1998
95163461,The physics of trapped dilute-gas Bose–Einstein condensates,1998
341348606,Josephson array of mesoscopic objects. Modulation of system properties through the chemical potential,1998
236284190,Bose-Einstein condensates in spatially periodic potentials,1998
362462507,Investigations on finite ideal quantum gases,1998
491670222,Evidence for a Bose-Einstein condensate in liquid 4He from quantum evaporation,1998
384349385,Excitation Spectrum in a Cylindrical Bose-Einstein Condensate,1998
228013711,A variation path-integral approach to the thermodynamical properties of a finite number of trapped 87Rb atoms,1998
311909868,Condensate Fluctuations in Trapped Bose Gases: Canonical vs. Microcanonical Ensemble,1998
242814691,Strong correlation effect in the second harmonic generation of a Bose-Einstein condensate,1998
381333828,Spectroscopic properties of Yb3+-doped glasses important for Optical Refrigeration,1998
338686469,BOSE-EINSTEIN CONDENSATION OF ATOMIC HYDROGEN,1998
293904887,Optical signature of interacting degenerate fermions in a trap,1998
326289014,Spin domains in ground-state Bose–Einstein condensates,1998
214468865,Macroscopic Quantum Interference from Atomic Tunnel Arrays,1998
167161795,Quantum state of a trapped Bose-Einstein condensate,1998
48640162,Evidence for a BoseEinstein condensate in liquid 4He from quantum evaporation,1998
107200547,Magnetic Trapping of Neutral Particles: A Study of a Physically Realistic Model,1998
56277000,Continuous evaporative loading of an atom trap using an optically guided atomic fountain,1998
107865515,Spectroscopic evaluation of Yb/sup 3+/-doped glasses for optical refrigeration,1998
499848224,Finite-temperature excitations in a dilute Bose-condensed gas,1998
330436453,Creation of vortices in a Bose-Einstein condensate by a Raman technique☆,1998
344773328,Inter-Condensate Tunneling in Bose-Einstein Condensates with Feshbach Resonances,1998
181407933,λ-transition in low dimensional systems with SUq(2) symmetry,1998
117294347,Low temperature physics without a cryostat: laser cooling and trapping of atoms,1998
232178995,Bose-Einstein condensates in spatially periodic potentials,1998
86051256,Bosonic stimulation in the formation of a Bose-Einstein condensate,1998
317447169,Soliton Propagation in a Bose-Einstein Condensate,1998
71173267,Booster for ultra-fast loading of atom traps,1998
144857181,On the reduction of the critical velocity in a model of a superfluid Bose-gas with boundary interactions,1998
95782254,Quantum dynamics of a degenerate Bose gas: a P-representation approach,1998
182189144,Critical number of atoms for the magnetically trapped Bose-Einstein condensate with negative s-wave scattering length,1998
270663359,Bose-Einstein condensation under external conditions,1998
454792681,Kinetic evolution of trapped Bose gas in evaporative cooling,1998
192713588,Dynamics of cold atoms in a quadrupole magnetic trap with an orbiting potential,1998
289727054,"Inhomogeneous quantum liquids: Statics, dynamics, and thermodynamics",1998
194294607,"Superfluidity, superconductivity and magnetism in mesoscopics",1998
84588911,Experimental studies of Bose-Einstein condensation,1998
97022785,Cooling and Trapping of Potassium,1998
25195267,Numerical analysis of Bose–Einstein condensation in a three-dimensional harmonic oscillator potential,1998
266675812,Flow of a weakly-interacting Bose condensate,1998
399867699,Bose-Einstein-Kondensation ultrakalter Atome,1998
119691797,Singularity Formation and Self-Similar Solution in the Magnetically Trapped Bose-Einstein Condensate,1998
125369296,Measuring The Multiparticle State Of A Two-Mode Bose-Einstein Condensate,1998
252291353,Fluorescence imaging efficiency of cold atoms in free fall,1998
493683492,Characterizing the coherence of Bose-Einstein condensates and atom lasers,1998
292014372,Effective Field Theory Approach to Bose–Einstein Condensation,1998
357949362,Bose-Einstein Condensation with Internal Degrees of Freedom in Alkali Atom Gases,1998
426261977,Simultaneous trapping of sodium and rubidium atoms,1998
132164334,Заряженные векторные бозоны в магнитном поле при конечной температуре@@@Charged vector bosons in a magnetic field at a finite temperature,1998
225780941,Charged vector bosons in a magnetic field at a finite temperature,1998
308496034,Studies of two-species Bose-Einstein condesation,1998
13092941,Bose-Einstein condensation in dilute atomic gases,1998
182942085,Quantum nondemolition measurement of the atom number of a Bose-Einstein condensate,1998
97018611,Stability of the relative phase between the components of a divided Bose condensate,1998
456065495,Quantenfeldtheorie der atomaren Bewegung von Gasen in elektromagnetischen Resonatoren,1998
370471912,Condensation of Interacting Bosons with Reduced Number Fluctuation,1998
225425069,The one-dimensional soliton state of Bose-Einstein condensate,1998
54063455,Fast loading of a magneto-optical trap from a pulsed thermal source,1998
75125170,Bose-Einstein condensation in a Ioffe-Pritchard trap,1998
269759140,ULTRACOLD PHOTOASSOCIATIVE SPECTROSCOPY OF HETERONUCLEAR ALKALI-METAL DIATOMIC MOLECULES,1998
289030024,Adaptive phase retrieval of nonlinear waves,1998
317057527,Oscillation frequencies for a Bose condensate in a triaxial magnetic trap,1998
221042240,Thermodynamic properties of a trapped interacting Bose gas,1998
323094376,Near-Field Optical Atom Manipulation: Toward Atom Photonics,1998
318096785,Recent experiments with Bose-condensed gases at JILA,1998
465863760,Stability of the solution of the nonlinear Schrödinger equation for Bose-Einstein condensation,1998
30606154,Observation of Feshbach resonances in a Bose–Einstein condensate,1998
293097780,Bose-Einstein condensation with a BCS model interaction,1998
353629069,Thermodynamics of a Weakly Interacting Bose–Einstein Gas,1998
277412633,Interference of two Bose-Einstein condensates with collision and dissipation,1999
54836443,Single-particle excitations and the order parameter for a trapped superfluid Fermi gas,1999
469552950,PATH INTEGRAL CENTROID MOLECULAR DYNAMICS METHOD FOR BOSE AND FERMI STATISTICS : FORMALISM AND SIMULATION,1999
336377810,Dissipative Dynamics of an Open Bose Einstein Condensate,1999
100995072,STRING PICTURE OF BOSE–EINSTEIN CONDENSATION,1999
144030598,Semiclassical dynamics in spinor condensates,1999
136012849,Light speed reduction to 17 metres per second in an ultracold atomic gas,1999
488911329,Superfluidity and Feshbach Resonances in BEC,1999
224394713,The stability of a quantized vortex in a dilute Bose gas confined to a toroidal trap,1999
86949658,"Atom Cooling, Trapping, and Quantum Manipulation,",1999
204878880,Thermodynamic fermion-boson symmetry in harmonic oscillator potentials,1999
350139970,Two-Component Bose-Einstein Condensation,1999
431746754,Interferencing intensity in two Bose–Einstein condensates with Josephson-like coupling,1999
95943825,Classical quasiparticle dynamics and chaos in trapped Bose condensates,1999
430431317,SPIN-GAUGE SYMMETRY AND THE SUPERCURRENTS OF THE ALKALI ATOMIC GAS IN A MAGNETIC TRAP,1999
222726799,Macroscopic quantum fluctuations in the Josephson oscillations between two weakly linked Bose-Einstein condensates,1999
20707999,A Variational Sum-Rule Approach to Collective Excitations of a Trapped Bose-Einstein Condensate,1999
222623114,Inference of Planck action constant by a classical fluctuative postulate holding for stable microscopic and macroscopic dynamical systems,1999
127673671,Preparing topological states of a Bose–Einstein condensate,1999
85098295,Vortex Stabilization in Dilute Bose-Einstein Condensate Under Rotation,1999
225943300,Spin domains in ground state spinor Bose-Einstein condensates,1999
206459722,Predicted signatures of rotating Bose-Einstein condensates,1999
69497640,Pulsed Evaporative Cooling for Trapped Highly Charged Ions,1999
206139691,Stability of the D-Dimensional Nonlinear Schrodinger Equation under Confined Potential,1999
88625088,II Homodyne Detection and Quantum-State Reconstruction,1999
134539601,Experimental Studies of Bose–Einstein Condensation,1999
333473027,Atomic Matter Wave Amplification by Optical Pumping,1999
181416113,Bose-Einstein Condensation of Atoms with Attractive Interaction,1999
446215289,Lazernoe okhlazhdenie i plenenie neitral'nykh atomov,1999
67590625,Realization of Bose-Einstein condensation in a rubidium vapor using a simple double magneto-optical trap,1999
480367320,The Theory of Bose–Einstein Condensation of Dilute Gases,1999
257755211,Statistical mechanics and path integrals for a finite number of bosons,1999
461766160,Probing quantum statistical mechanics with Bose gases,1999
1649874,Bose–Einstein condensation in an external potential at zero temperature: Solitary-wave theory,1999
92594237,Output coupling of a Bose-Einstein condensate formed in a TOP trap,1999
472402036,Anisotropic Expansion of Finite Temperature Bose Gases — Emergence of Interaction Effects Between Condensed and Non-Condensed Atoms,1999
194441164,Stability of a Two-Component Bose-Einstein Condensate,1999
288580043,BOSON JOSEPHSON JUNCTION WITH TRAPPED ATOMS,1999
416270007,ULTRACOLD COLLISIONS FOR BOSE-EINSTEIN CONDENSATION,1999
490449743,Bose–Einstein condensation and superfluidity of a weakly-interacting photon gas in a nonlinear Fabry–Perot cavity,1999
262293086,Quantum Computation with Bose-Einstein Condensates,1999
343189030,Bose-Einstein Condensation in Trapped Atomic Gases,1999
304787673,References and Bibliography,1999
100113038,Ground State of a Bose-Einstein Condensate under Axially Symmetric Magnetic Trap,1999
156862371,Quantum Structure of Three Coupled Atomic Bose-Einstein Condensates,1999
127484036,Universal description of the He3 system at low energy,1999
301332434,Spatial correlation diagnostics for atoms in optical lattices,1999
377758485,Nonequilibrium Time Evolution of the Condensed State of a Fixed Number of Interacting Bosons,1999
447101254,Phase-Coherent Amplification of Matter Waves,1999
377685113,TRAPPED BOSE GAS: MEAN-FIELD APPROXIMATION AND BEYOND,1999
401016518,Can the LiH molecule bind He atoms? A computational experiment,1999
96554853,Pattern formation and competition in nonlinear optics,1999
149166402,Feshbach resonances in atomic Bose–Einstein condensates,1999
276673694,Highly accurate ab initio calculation of the interaction potential for two sodium atoms with parallel spins,1999
313796521,Black holes in Bose-Einstein condensates,1999
273384971,Experiments on Bose-Einstein condensation,1999
473479098,Measurements of relative phase and quantum beat note between Bose-Einstein condensates,1999
178621021,Spin domains in ground state spinor Bose-Einstein condensates,1999
195223048,Upravlenie neitral'nymi chastitsami,1999
283566824,Ionizing Collisions in the Optical Lattice of Metastable Krypton and Argon Atoms,1999
75509200,Nanofabrication via atom optics,1999
491478278,Dynamic Properties of Dilute Bose-Einstein Condensates,1999
125756080,Superradiant Rayleigh Scattering from a Bose-Einstein Condensate,1999
57410499,A Monte Carlo formulation of the Bogolubov theory,2000
60157809,Atom optics: matter and waves in harmony,2000
211699502,The enhancement of spontaneous and induced transition rates by a Bose-Einstein condensate,2000
21155115,Scheme for state-selective formation of highly rotationally excited diatomic molecules,2000
230642409,Dissipative dynamics of an open Bose Einstein condensate,2000
390464888,Optical Dipole Traps for Neutral Atoms,2000
356481955,Superfluid phase transition in trapped atomic Fermi gas,2000
438360612,Multifrequency evaporative cooling to Bose-Einstein condensation in a high magnetic field,2000
1568722,The Theory of Everything,2000
411981868,Bose–Einstein condensation thermodynamics of a trapped gas with attractive interaction,2000
252099201,Quantum kinetic theory of trapped atomic gases,2000
491043068,TIME-DEPENDENT VARIATIONAL APPROACH TO BOSE–EINSTEIN CONDENSATION,2000
66936077,Coherent and incoherent dynamics of a dilute exciton system,2000
259541734,A Monte Carlo Formulation of the Bogolubov Theory,2000
442381648,Neutral Atom Traps for Bose-Einstein Condensation,2000
441267456,Bose–Einstein condensation in dilute atomic gases: atomic physics meets condensed matter physics,2000
258792074,Weakly Coupled Macroscopic Quantum Systems: Likeness with Difference,2000
186381201,The spectral properties of non-condensate particles in Bose-condensed atomic hydrogen,2000
225926143,Atoms and wires: toward atom chips,2000
265294781,MAGNETIC SUSCEPTIBILITY OF THE NONRELATIVISTIC BOSON GAS,2000
189099034,DYNAMICS OF COLLAPSE OF A CONFINED BOSE GAS,2000
375386378,Interaction of an optically dense bose condensate with a resonant laser pulse,2000
441023074,Open Quantum Dynamics of Mesoscopic Bose-Einstein Condensates,2000
103275652,The loop-gas approach to BoseEinstein condensation for trapped particles,2000
105177986,Measurement of the spatial coherence of a trapped Bose gas at the phase transition,2000
270489658,Molecules in a bose-einstein condensate,2000
344825733,"History of optical trapping and manipulation of small-neutral particle, atoms, and molecules",2000
287276971,EXPERIMENTAL ASPECTS OF BOSE-EINSTEIN CONDENSATION,2000
215682157,Grey Solitons in Bose-Einstein Condensates as Mesoscopic Particles,2000
34619540,Reproducing kernel technique for extracting accurate potentials from spectral data: Potential curves of the two lowest states X 1Σg+ and a 3Σu+ of the sodium dimer,2000
397299497,Resonances and chaos in the collective oscillations of a trapped Bose condensate,2000
11856895,Output from Bose condensates in tunnel arrays: the role of mean-field interactions and of transverse confinement,2000
448291310,Vortex dynamics in a parabolically confined Bose-Einstein condensate,2000
301412310,A gapless theory of Bose-Einstein condensation in dilute gases at finite temperature,2000
101187820,Stability analysis of the D-dimensional nonlinear Schrodinger ¨ equation with trap and two- and three-body interactions,2000
432000172,Trapped Bose condensate in a gravitational field,2000
346795381,Evanescent-wave mirrors for cold atoms,2000
347301294,Manipulation of atomic and molecular motion with pulsed lasers,2000
122361442,Density profiles and collective excitations of a trapped two-component Fermi vapour,2000
393270807,Vortex lattices in a stirred Bose-Einstein condensate,2000
213015311,FINITE-TEMPERATURE EFFECTS IN BOSE-EINSTEIN CONDENSATES,2000
483489320,Probing first-order spatial coherence of a Bose-Einstein condensate,2000
40792110,Formation of Cold (T ⩽ 1 K) Molecules,2000
27096922,1D toy model for magnetic trapping,2000
360955850,Magnetic trapping of neutral particles: Classical and quantum-mechanical study of a Ioffe–Pritchard type trap,2000
235260041,Quantum expulsion of impurities from a Bose–Einstein condensate,2000
336307423,STABILITY OF BOSE–EINSTEIN CONDENSATES CONFINED IN TRAPS,2000
359580133,Vortex state structure of a Bose condensate in an asymmetric trap,2000
32479200,Quantum expulsion of impurities from a Bose condensate,2000
309872482,Ein planarer de Broglie-Wellenleiter,2000
351559940,On Condensations in the Bogoliubov Weakly Imperfect Bose Gas,2000
130082929,Quantum computing with neutral atoms,2000
428882448,Ground state of a Bose-Einstein condensate which scatters coherently laser radiation,2000
57931904,Limits of validity for a semiclassical mean-field two-fluid model for Bose–Einstein condensation thermodynamics,2000
349583344,A model with coexistence of two kinds of Bose condensation,2000
287013651,Coherence properties of a continuous atom laser,2000
466407565,Generating Solitons by Phase Engineering of a Bose-Einstein Condensate,2000
321505435,Manipulation of Bose-Einstein condensates by dipole potentials,2000
74463640,Bose-Einstein condensation in atomic hydrogen,2000
499209525,Atomlaser: Aus Bose‐Einstein‐Kondensaten lassen sich kohärente Materiewellen auskoppeln,2000
18042845,Entangling neutral atoms for quantum information processing,2000
286797304,The specific heat of a trapped Fermi gas: an analytical approach,2000
340394972,Schematic phase diagram and collective excitations in the collisional regime for trapped boson–fermion mixtures at zero temperature,2000
186782133,Density profiles and collective excitations of a trapped two-component Fermi vapour,2000
455620562,Bogoliubov dispersion relation for a `photon fluid': Is this a superfluid?,2000
36892997,Double Phase Transitions in Magnetized Spinor Bose-Einstein Condensation,2000
16962917,Vortices in a stirred Bose-Einstein condensate,2000
443814031,Solitary waves in Bose-condensed atomic clouds with attractive interactions,2000
443148956,Atom optics with Bose-Einstein condensates,2000
145557447,Toward a tomographic picture of a Bose–Einstein condensate,2000
459849865,Kinetics of the Dephasing and the Condensation of Excitons,2000
226898961,Dynamics of Magnetically Trapped Boson-Fermion Mixtures,2000
41533110,Statistical Mechanics of Bosonic Systems,2000
350593277,Two-component Bose–Einstein condensates and their stability,2000
496446519,Coherence properties of a continuous atom laser,2000
48922108,Atom optics with microfabricated optical elements,2001
71508393,A path integral centroid molecular dynamics method for Bose and Fermi statistics,2001
61445146,Prospect of creating a composite Fermi–Bose superfluid,2001
359543800,Miniaturizing atom optics: from wires to atom chips,2001
1761182,Macroscopic Quantum Phenomena in Atomic Bose-Einstein Condensates,2001
238177213,Quantum physics. Standing room only at the quantum scale.,2001
30383406,Stochastic gauges in quantum dynamics for many-body simulations,2001
233533833,Bosonic stimulation of energetic processes,2001
324212753,Non-Markovian dynamics in continuous-wave atom lasers,2001
430024146,Dynamics and Stability of Bose-Einstein Condensates: the Nonlinear Schrodinger Equation with Periodic Potential,2001
181267586,Observation of Fermi pressure in a gas of trapped atoms,2001
359742088,Stability and collapse of a coupled Bose-Einstein condensate,2001
308522502,Universality of monopole mode and time evolution of a d-dimensional trapped interacting Bose gas,2001
298886863,Collective excitations in confined Fermi gases,2001
120023951,Monte Carlo Study of Ortho-Positronium Laser Cooling,2001
27874348,COLLECTIVE EXCITATIONS AND SUPERFLUID PROPERTIES OF A TWO-DIMENSIONAL INTERACTING BOSE GAS IN AN EXTERNAL POTENTIAL,2001
432866436,Free Fall of Atomic Laser Beam with Weak Inter-Atomic Interaction,2001
229324948,The Bogoliubov model of weakly imperfect Bose gas,2001
60587437,Interference effects between three coupled Bose–Einstein condensates,2001
275201516,Theoretical study of space focusing in linear time-of-flight mass spectrometers,2001
307816126,Effective gauge dynamics of the Bose–Einstein condensates,2001
103322771,Topics in Photonics,2001
168381984,Bose condensate from the standpoint of laser physics,2001
14175721,Momentum distribution for an inhomogeneous Bose fluid at T=0 with both confinement and particle interactions modelled as harmonic,2001
81601948,Ground State Properties of a Toroidally Trapped Bose-Einstein Condensate,2001
73168859,Statistical physics of Bose-Einstein condensation,2001
20004622,S-Wave Scattering Parameters for Positronium-Positronium Interaction and Positronium Bose-Einstein Condensates,2001
163421547,"direction of the detector, in the opposite direction (towards the mirror), and in the remaining solid angle, respectively. The action of the mirror is now described by replacing",2001
125720039,Quantenoptik: Makroskopische Quantenphysik mit Bose‐Einstein‐Kondensaten: Solitonen und Wirbel geben Aufschluss über die Suprafluidität kalter atomarer Quantengase,2001
92731656,Solution of generalized optical Bloch equations by the method of matrix continued fraction,2001
198198212,Bose–Einstein Condensation of Ideal Bose Gases,2001
286863473,Experimental study of coupling Bose–Einstein condensates into weakly non-trapping and trapping states,2001
169578981,Theoretical Study on Quantum Dynamics of Bose System Interacting with Photon Field,2001
238813136,On the theory of superradiant Rayleigh Scattering from a Bose-Einstein condensate,2001
249327871,Bose-Einstein Condensates in Atomic Gases: Simple Theoretical Results,2001
122980741,Atom Optics and Atom Polarization Interferometry Using Pulsed Magnetic Fields,2001
149751261,Control of Cold Atomic Collisions by Multiparticle Entanglement and a Modified Vacuum in Cavity QED,2001
316091829,Efficient magneto-optical trapping of a metastable helium gas,2001
485536134,Driving superfluidity with photoassociation,2001
206808100,Mass and transverse mass effects on the hadron emitter size,2001
318775179,Time-domain Ramsey interferometry with Bose-Einstein condensates,2001
418683630,Schroedinger cat state of a Bose-Einstein condensate in a double-well potential,2001
489519871,Nucleation of quantized vortices in a gaseous Bose-Einstein condensate,2001
55231978,Atomic Bose Condensate with a Spin Structure: The Use of Bloch State,2001
172745114,ENTANGLEMENT BETWEEN BOSE–EINSTEIN CONDENSATES,2001
466497195,Formation of a Bose condensate of stable molecules via a Feshbach resonance,2001
143205352,Strongly non-equilibrium Bose–Einstein condensation in a trapped gas,2001
447721118,Calculation of Bose-Einstein Condensations and Characteristic Features of Fluctuations for Systems with and without a Vortex in Two-Component Alkali Atom Gases,2001
98323673,Macroscopic Entanglement and Relative Phase,2001
399737504,Thermodynamics of trapped fermions in gravitational field,2001
449628289,Cavity quantum electrodynamics of a Bose–Einstein condensate,2001
467393837,Bose–Einstein condensation of noninteracting charged Bose gas in the presence of external potentials,2001
340447957,Theoretical Study of the Electronic States of the Rb2 Molecule,2001
420396289,Bose–Einstein condensation in atomic trap: gravity shift of critical temperature,2001
103984915,A new method for bosons in anisotropic traps,2001
410929471,Field Theory for Trapped Atomic Gases,2001
41968648,A remark on the critical speed for vortex nucleation in the nonlinear Schrödinger equation,2001
251158630,Nonlinear tunneling and chaos between two Bose–Einstein condensates trapped in time-dependent potential,2001
370335714,Bose-Einstein Condensation of Potassium Atoms by Sympathetic Cooling,2001
439723661,Condensation of interwell excitons in GaAs/AlGaAs double quantum wells,2001
95850690,Studies of electron-excited targets using recoil momentum spectroscopy with laser probing of the excited state.,2001
4144539,Quantum Vortex in a Spinor Bose-Einstein Condensate,2001
288448807,Bose-Einstein condensation with high atom number in a deep magnetic trap,2001
213286532,Thermodynamics of trapped interacting bosons in one dimension,2001
361852256,Manipulating Bose-Einstein condensates with laser light,2001
473244804,Quantum degeneracy and Bose–Einstein condensation in low-dimensional trapped gases,2001
399118725,Multi-mode description of an interacting Bose-Einstein condensate,2001
196425061,Translationally noninvariant path integral for Bose-Einstein condensate,2001
293039617,A semiclassical approach to the dynamics of many-body Bose/Fermi systems by the path integral centroid molecular dynamics,2001
438304726,BOSE–EINSTEIN CONDENSATION OF PARTICLES TRAPPED IN A BOUNDED HARMONIC POTENTIAL,2001
121819012,Analogue gravity from Bose-Einstein condensates,2001
352575912,Thermodynamic properties of an ideal system trapped in a generic cylindrical power-law potential,2001
39772220,Coherent manipulation and guiding of Bose-Einstein condensates by optical dipole potentials,2001
463392155,Quasicondensate Droplet Formation in Hydrogen,2001
17537941,Quantized circulation in dilute Bose–Einstein condensates,2001
130384372,Equivalence of the master equation approach to the canonical ensemble approach for an ideal Bose gas,2001
118031300,Bose-Einstein condensation on a microelectronic chip,2001
22663582,Nonlinear modes of a macroscopic quantum oscillator,2001
369080791,Many-particle entanglement with Bose–Einstein condensates,2001
304722423,Transmission coefficient for excitations passing through a one-dimensional barrier described by the nonlinear Schrödinger equation,2001
136721743,Parametric Amplification of Coupled Atomic and Optical Fields,2001
74347420,A Bose-Einstein Condensate of Metastable Atoms,2001
432315395,Polarization Decay in a BCS Paired Fermi Gas,2001
116076655,Nonclassical properties of photons and atoms in interaction of an atomic Bose–Einstein condensate with laser,2001
464697327,Stability of a Vortex in a Rotating Trapped Bose-Einstein Condensate*,2001
157425182,"Cornell, Ketterle, and Wieman Share Nobel Prize for Bose–Einstein Condensates",2001
169416788,Foreword: Laser Cooling and Trapping of Neutral Atoms,2001
480742970,Statistical model of superconductivity in a 2D binary boson–fermion mixture,2001
371860238,Bose-Einstein condensation. Getting excited about helium.,2001
321189199,Collisional and Collapse Dynamics of a Twin Bose-Einstein Condensate with Negative Scattering Length,2001
253211793,Nondestructive spatial heterodyne imaging of cold atoms,2001
