id,title,year,journal_name,conf_name
221253502,Speaker-aware Multi-Task Learning for automatic speech recognition,2016,,International Conference on Pattern Recognition
109669100,Leveraging multiple tasks to regularize fine-grained classification,2016,,International Conference on Pattern Recognition
370068666,Recommending Documents for Complex Question Exploration by Analyzing Browsing Behavior,2014,,Intelligence and Security Informatics
392486218,Understanding the Radical Mind: Identifying Signals to Detect Extremist Content on Twitter,2019,,Intelligence and Security Informatics
119005161,Building Program Vector Representations for Deep Learning,2015,,"Knowledge Science, Engineering and Management"
362740258,Sentiment Embedded Semantic Space for More Accurate Sentiment Analysis,2018,,"Knowledge Science, Engineering and Management"
371961915,Unsupervised Cross-Lingual Sentence Representation Learning via Linguistic Isomorphism,2019,,"Knowledge Science, Engineering and Management"
138803427,Unsupervised Visual Representation Learning by Context Prediction,2015,,International Conference on Computer Vision
54443629,Learning Spatiotemporal Features with 3D Convolutional Networks,2015,,International Conference on Computer Vision
53700876,Monocular 3D Human Pose Estimation by Predicting Depth on Joints,2017,,International Conference on Computer Vision
496813764,Enlightening Deep Neural Networks with Knowledge of Confounding Factors,2017,,International Conference on Computer Vision
89791602,Multilevel SyntacticźParsing Based on Recursive Restricted Boltzmann Machines and Learning to Rank,2016,,Pacific Asia Workshop on Intelligence and Security Informatics
205527320,Learning word representations for Turkish,2014,,Signal Processing and Communications Applications Conference
69111726,Factored Translation with Unsupervised Word Clusters,2011,,Workshop on Statistical Machine Translation
291840368,A Deep Learning Approach to Machine Transliteration,2009,,Workshop on Statistical Machine Translation
226693722,N-Best Reranking by Multitask Learning,2010,,Workshop on Statistical Machine Translation
59905416,Named Entity Recognition for Biomedical Patent Text using Bi-LSTM Variants,2019,,Information Integration and Web-based Applications & Services
435705360,A hybrid deep learning system of CNN and LRCN to detect cyberbullying from SNS comments,2018,,Hybrid Artificial Intelligence Systems
255561626,Minimal support based multi-view face detection: Issues and Implementation,2016,,International Conference on Emerging Trends in Engineering and Technology
423099236,PipeLayer: A Pipelined ReRAM-Based Accelerator for Deep Learning,2017,,High-Performance Computer Architecture
208450401,Deep kinship verification,2015,,Multimedia Signal Processing
496926014,A protein-protein interaction extraction approach based on deep neural network,2016,,Data Mining in Bioinformatics
168425944,Investigating Convolutional Networks and Domain-Specific Embeddings for Semantic Classification of Citations,2017,,Workshop on Software and Performance
404857813,Learning Heterogeneous Coupling Relationships Between Non-IID Terms,2013,,Agents and Data Mining Interaction
12311412,Toward Automatic Inference of Causal Structure in Student Essays,2014,,Intelligent Tutoring Systems
56185804,Road Machinery Fault Prediction Based on Big Data and Machine Learning,2019,,International Conference on Control and Automation
344451360,Semi-Supervised Sequence Labeling with Self-Learned Features,2009,,International Conference on Data Mining
300145769,WEFEST: Word Embedding Feature Extension for Short Text Classification,2016,,International Conference on Data Mining
311243080,Bayesian Deep Convolution Belief Networks for Subjectivity Detection,2016,,International Conference on Data Mining
160431631,Principled Multilayer Network Embedding,2017,,International Conference on Data Mining
373382119,Principled Multilayer Network Embedding,2017,,International Conference on Data Mining
104984014,A Two-Stage Multi-task Learning-Based Method for Selective Unsupervised Domain Adaptation,2019,,International Conference on Data Mining
483489273,Temporal Self-Attention Network for Medical Concept Embedding,2019,,International Conference on Data Mining
484694002,Deep learning for sentence classification,2017,,"Long Island Systems, Applications and Technology Conference"
92592000,Incorporating Positional Information into Deep Belief Networks for Sentiment Classification,2017,,Industrial Conference on Data Mining
177196344,Transfer Learning in Hierarchical Feature Spaces,2015,,IEEE International Conference on Intelligent Systems and Knowledge Engineering
200675338,A deep learning-based RNNs model for automatic security audit of short messages,2016,,International Symposium on Communications and Information Technologies
79758451,Recommending Documents for Complex Question Exploration by Analyzing Collective Browsing Behavior,2015,,Hawaii International Conference on System Sciences
405551047,Item Recommendation with Variational Autoencoders and Heterogeneous Priors,2018,,Conference on Recommender Systems
367668477,An Improved Convolutional Neural Network for Sentence Classification Based on Term Frequency and Segmentation,2017,,International Conference on Artificial Neural Networks
36972687,Dialogue-Based Neural Learning to Estimate the Sentiment of a Next Upcoming Utterance,2017,,International Conference on Artificial Neural Networks
238051693,"Truenorth ecosystem for brain-inspired computing: scalable systems, software, and applications",2016,,"IEEE International Conference on High Performance Computing, Data, and Analytics"
257387666,Deep Learning of Representations,2013,,International Conference on Neural Information Processing
53254627,Deep Belief Networks for Financial Prediction,2011,,International Conference on Neural Information Processing
459509913,Radical-Enhanced Chinese Character Embedding,2014,,International Conference on Neural Information Processing
476817343,Acceleration of Word2vec Using GPUs,2016,,International Conference on Neural Information Processing
308633068,Enhanced Deep Learning Models for Sentiment Analysis in Arab Social Media,2017,,International Conference on Neural Information Processing
93483316,Training Deep Autoencoder via VLC-Genetic Algorithm,2017,,International Conference on Neural Information Processing
20679446,Sharing ConvNet Across Heterogeneous Tasks,2017,,International Conference on Neural Information Processing
172079868,Deep Learning Model for Sentiment Analysis in Multi-lingual Corpus,2017,,International Conference on Neural Information Processing
232524414,Topic-Bigram Enhanced Word Embedding Model,2018,,International Conference on Neural Information Processing
43261232,A Deep Learning Based Multi-task Ensemble Model for Intent Detection and Slot Filling in Spoken Language Understanding.,2018,,International Conference on Neural Information Processing
347146995,A Sentence Similarity Model Based on Word Embeddings and Dependency Syntax-Tree,2018,,International Conference on Neural Information Processing
338284151,Deep Model Based Transfer and Multi-Task Learning for Biological Image Analysis,2015,,Knowledge Discovery and Data Mining
23252501,Heterogeneous Network Embedding via Deep Architectures,2015,,Knowledge Discovery and Data Mining
396457747,Multi-task learning for boosting with application to web search ranking,2010,,Knowledge Discovery and Data Mining
123098093,DeepWalk: online learning of social representations,2014,,Knowledge Discovery and Data Mining
391852520,Multi-layer Representation Learning for Medical Concepts,2016,,Knowledge Discovery and Data Mining
42489346,Fast Dependency Parsing Using Distributed Word Representations,2015,,Knowledge Discovery and Data Mining
129586259,Bridging Collaborative Filtering and Semi-Supervised Learning: A Neural Approach for POI Recommendation,2017,,Knowledge Discovery and Data Mining
230359272,Learning and Transferring IDs Representation in E-commerce,2018,,Knowledge Discovery and Data Mining
317112963,Semi-Supervised Generative Adversarial Network for Gene Expression Inference,2018,,Knowledge Discovery and Data Mining
193120233,XiaoIce Band: A Melody and Arrangement Generation Framework for Pop Music,2018,,Knowledge Discovery and Data Mining
270586964,Multi-Task Learning with Neural Networks for Voice Query Understanding on an Entertainment Platform,2018,,Knowledge Discovery and Data Mining
213693427,Predicting Different Types of Conversions with Multi-Task Learning in Online Advertising,2019,,Knowledge Discovery and Data Mining
314745664,Word Representations in Vector Space and their Applications for Arabic,2015,,Conference on Intelligent Text Processing and Computational Linguistics
15463426,Rehabilitation of Count-Based Models for Word Vector Representations,2015,,Conference on Intelligent Text Processing and Computational Linguistics
435334251,New Word Analogy Corpus for Exploring Embeddings of Czech Words,2016,,Conference on Intelligent Text Processing and Computational Linguistics
133874566,Deep Learning Approach for Arabic Named Entity Recognition,2016,,Conference on Intelligent Text Processing and Computational Linguistics
486712306,New Recurrent Neural Network Variants for Sequence Labeling,2016,,Conference on Intelligent Text Processing and Computational Linguistics
107442556,A general path-based representation for predicting program properties,2018,,Programming Language Design and Implementation
253699205,Black-Box Model Explained Through an Assessment of Its Interpretable Features,2018,,Advances in Databases and Information Systems
286777652,Learning Vector-space Representations of Items for Recommendations Using Word Embedding Models,2016,,International Conference on Conceptual Structures
420526181,Text Classification Based on Paragraph Distributed Representation and Extreme Learning Machine,2015,,International Conference on Swarm Intelligence
462707389,Hotel Classification Based on Online Review Data,2018,,International Conference on Natural Computation
378049818,Real-Time Activity Recognition on Smartphones Using Deep Neural Networks,2015,,Ubiquitous Intelligence and Computing
33259798,PuDianNao: A Polyvalent Machine Learning Accelerator,2015,,Architectural Support for Programming Languages and Operating Systems
148925756,SC-DCNN: Highly-Scalable Deep Convolutional Neural Network using Stochastic Computing,2017,,Architectural Support for Programming Languages and Operating Systems
13561134,"Optimizing CNNs on Multicores for Scalability, Performance and Goodput",2017,,Architectural Support for Programming Languages and Operating Systems
214044891,Bit-Tactical: A Software/Hardware Approach to Exploiting Value and Bit Sparsity in Neural Networks.,2019,,Architectural Support for Programming Languages and Operating Systems
496863913,DeepSniffer: A DNN Model Extraction Framework Based on Learning Architectural Hints,2020,,Architectural Support for Programming Languages and Operating Systems
209282128,AutoTM: Automatic Tensor Movement in Heterogeneous Memory Systems using Integer Linear Programming,2020,,Architectural Support for Programming Languages and Operating Systems
398943680,Paragraph vector based retrieval model for similar cases recommendation,2016,,World Congress on Intelligent Control and Automation
478116516,Using big data from the web to train Chinese traffic word representation model in vector space,2016,,World Congress on Intelligent Control and Automation
347559555,Friend-Safe Adversarial Examples in an Evasion Attack on a Deep Neural Network,2017,,International Conference on Information Security and Cryptology
449797196,Use of Distributed Machine Learning Toolkit for Searching Content Promoting Hate Speech on the Web,2018,,DepCoS-RELCOMEX
338928100,Face Recognition Based on Features Measurement Technique,2014,,European Modelling Symposium
459446376,Overcoming resource underutilization in spatial CNN accelerators,2016,,Field-Programmable Logic and Applications
245635820,Finding The Best Model Among Representative Compositional Models,2014,,"Pacific Asia Conference on Language, Information, and Computation"
100330322,Unsupervised and Lightly Supervised Part-of-Speech Tagging Using Recurrent Neural Networks,2015,,"Pacific Asia Conference on Language, Information, and Computation"
153712467,Japanese Sentiment Classification with Stacked Denoising Auto-Encoder using Distributed Word Representation,2015,,"Pacific Asia Conference on Language, Information, and Computation"
250657470,Testing APSyn against Vector Cosine on Similarity Estimation,2016,,"Pacific Asia Conference on Language, Information, and Computation"
440247384,Multi-task Network Embedding,2017,,IEEE International Conference on Data Science and Advanced Analytics
332693403,Learning to Rank Short Text Pairs with Convolutional Deep Neural Networks,2015,,International ACM SIGIR Conference on Research and Development in Information Retrieval
11311225,Twitter Sentiment Analysis with Deep Convolutional Neural Networks,2015,,International ACM SIGIR Conference on Research and Development in Information Retrieval
15428483,Monolingual and Cross-Lingual Information Retrieval Models Based on (Bilingual) Word Embeddings,2015,,International ACM SIGIR Conference on Research and Development in Information Retrieval
71573897,Topic Modeling for Short Texts with Auxiliary Word Embeddings,2016,,International ACM SIGIR Conference on Research and Development in Information Retrieval
308621114,Jointly Learning Word Embeddings and Latent Topics,2017,,International ACM SIGIR Conference on Research and Development in Information Retrieval
466523639,Neural Networks for Information Retrieval,2017,,International ACM SIGIR Conference on Research and Development in Information Retrieval
352238106,Multitask Learning for Fine-Grained Twitter Sentiment Analysis,2017,,International ACM SIGIR Conference on Research and Development in Information Retrieval
329837375,Neural Citation Network for Context-Aware Citation Recommendation,2017,,International ACM SIGIR Conference on Research and Development in Information Retrieval
264984347,Modeling Dynamic Pairwise Attention for Crime Classification over Legal Articles,2018,,International ACM SIGIR Conference on Research and Development in Information Retrieval
283193083,Improving the robustness of example-based dialog retrieval using recursive neural network paraphrase identification,2014,,Spoken Language Technology Workshop
396527282,Feature-rich continuous language models for speech recognition,2010,,Spoken Language Technology Workshop
117666706,I-Vector estimation as auxiliary task for Multi-Task Learning based acoustic modeling for automatic speech recognition,2016,,Spoken Language Technology Workshop
134252519,Adaptation of SVM for MIL for inferring the polarity of movies and movie reviews,2016,,Spoken Language Technology Workshop
343922892,Recurrent convolutional neural networks for structured speech act tagging,2016,,Spoken Language Technology Workshop
189812867,A Study on Speech Enhancement Using Exponent-Only Floating Point Quantized Neural Network (EOFP-QNN),2018,,Spoken Language Technology Workshop
374048901,Textual Similarity with a Bag-of-Embedded-Words Model,2013,,International Conference on the Theory of Information Retrieval
142444444,Structural Regularities in Text-based Entity Vector Spaces,2017,,International Conference on the Theory of Information Retrieval
466067419,An Introduction to Deep Learning,2011,,The European Symposium on Artificial Neural Networks
127608666,Multi-Task Learning for Speech Recognition: An Overview,2016,,The European Symposium on Artificial Neural Networks
361709593,Deep multi-task learning with evolving weights.,2016,,The European Symposium on Artificial Neural Networks
479317664,Deep Learning Based Coronary Artery Motion Artifact Compensation Using Style-Transfer Synthesis in CT Images.,2018,,Medical Image Computing and Computer-Assisted Intervention
62471742,A Context-Aware Model Using Distributed Representations for Chinese Zero Pronoun Resolution,2016,,International Conference for Young Computer Scientists
372776112,Deep neural networks for ultra-short-term wind forecasting,2015,,International Conference on Industrial Technology
78511209,Stochastic Language Generation in Dialogue using Recurrent Neural Networks with Convolutional Sentence Reranking,2015,,Annual Meeting of the Special Interest Group on Discourse and Dialogue
244442382,Joint Online Spoken Language Understanding and Language Modeling With Recurrent Neural Networks.,2016,,Annual Meeting of the Special Interest Group on Discourse and Dialogue
153950205,Exploring Joint Neural Model for Sentence Level Discourse Parsing and Sentiment Analysis,2017,,Annual Meeting of the Special Interest Group on Discourse and Dialogue
47746975,Zero-Shot Dialog Generation with Cross-Domain Latent Actions,2018,,Annual Meeting of the Special Interest Group on Discourse and Dialogue
1343253,Recurrent greedy parsing with neural networks,2014,,European conference on Machine Learning
426396411,Knowledge-Powered Deep Learning for Word Embedding,2014,,European conference on Machine Learning
107175083,Semi-supervised abstraction-augmented string kernel for multi-level bio-relation extraction,2010,,European conference on Machine Learning
354269692,Efficient training of graph-regularized multitask SVMs,2012,,European conference on Machine Learning
194064908,Large-scale multi-label text classification �?revisiting neural networks,2014,,European conference on Machine Learning
147131897,Sentiment classification with supervised sequence embedding,2012,,European conference on Machine Learning
80571882,Deep Over-sampling Framework for Classifying Imbalanced Data,2017,,European conference on Machine Learning
165839162,Using Machine Learning for Labour Market Intelligence,2017,,European conference on Machine Learning
250151078,Neural Networks in an Adversarial Setting and Ill-Conditioned Weight Space.,2018,,European conference on Machine Learning
80761548,Neural Networks in an Adversarial Setting and Ill-Conditioned Weight Space.,2018,,European conference on Machine Learning
233804145,Deep Over-sampling Framework for Classifying Imbalanced Data,2017,,European conference on Machine Learning
427549811,Multi task sequence learning for depression scale prediction from video,2015,,Affective Computing and Intelligent Interaction
42139478,Assessing transferability of adversarial examples against malware detection classifiers,2019,,Computing Frontiers
198797938,Document Modeling with Hierarchical Deep Learning Approach for Sentiment Classification,2018,,International Conference on Digital Signal Processing
106605560,Combining Word Embedding with Information Retrieval to Recommend Similar Bug Reports,2016,,International Symposium on Software Reliability Engineering
376803116,The Automatic Classification of Fault Trigger Based Bug Report,2017,,International Symposium on Software Reliability Engineering
412133970,"Classifying and Grouping Narratives with Convolutional Neural Networks, PCA and t-SNE.",2018,,International Conference Hybrid Intelligent Systems
206815621,Convolutional neural networks for biomedical text classification: application in indexing biomedical articles,2015,,International Conference on Bioinformatics
103188035,Text Classification with Topic-based Word Embedding and Convolutional Neural Networks,2016,,International Conference on Bioinformatics
125855097,Knowledge Graph Embedding Based on Subgraph-Aware Proximity.,2018,,Algorithmic Applications in Management
403577344,Enriching Scientific Publications from LOD Repositories Through Word Embeddings Approach,2016,,Metadata and Semantics Research
263819853,Deep Unsupervised Feature Learning for Natural Language Processing,2012,,North American Chapter of the Association for Computational Linguistics
453037929,Measuring the Influence of Long Range Dependencies with Neural Network Language Models,2012,,North American Chapter of the Association for Computational Linguistics
108872127,Retrofitting Word Vectors to Semantic Lexicons,2015,,North American Chapter of the Association for Computational Linguistics
311416604,A Neural Network Approach to Context-Sensitive Generation of Conversational Responses,2015,,North American Chapter of the Association for Computational Linguistics
294868479,A Quantum-Theoretic Approach to Distributional Semantics,2013,,North American Chapter of the Association for Computational Linguistics
12375224,Unsupervised Multi-Domain Adaptation with Feature Embeddings,2015,,North American Chapter of the Association for Computational Linguistics
185202583,Unsupervised POS Induction with Word Embeddings,2015,,North American Chapter of the Association for Computational Linguistics
37529801,Cross-lingual Word Clusters for Direct Transfer of Linguistic Structure,2012,,North American Chapter of the Association for Computational Linguistics
121105691,Unsupervised Induction of Semantic Roles within a Reconstruction-Error Minimization Framework,2015,,North American Chapter of the Association for Computational Linguistics
236916968,Quadratic Features and Deep Architectures for Chunking,2009,,North American Chapter of the Association for Computational Linguistics
54146188,AMRITA_CEN$@$SemEval-2015: Paraphrase Detection for Twitter using Unsupervised Feature Learning with Recursive Autoencoders,2015,,North American Chapter of the Association for Computational Linguistics
59420930,Linguistic Regularities in Continuous Space Word Representations,2013,,North American Chapter of the Association for Computational Linguistics
311381646,ECNU: Leveraging Word Embeddings to Boost Performance for Paraphrase in Twitter,2015,,North American Chapter of the Association for Computational Linguistics
320081351,UBC: Cubes for English Semantic Textual Similarity and Supervised Approaches for Interpretable STS,2015,,North American Chapter of the Association for Computational Linguistics
314005788,UNITN: Training Deep Convolutional Neural Network for Twitter Sentiment Classification,2015,,North American Chapter of the Association for Computational Linguistics
205102178,Word Embeddings vs Word Types for Sequence Labeling: the Curious Case of CV Parsing,2015,,North American Chapter of the Association for Computational Linguistics
342004366,CroVeWA: Crosslingual Vector-Based Writing Assistance,2015,,North American Chapter of the Association for Computational Linguistics
473049354,Compound Embedding Features for Semi-supervised Learning,2013,,North American Chapter of the Association for Computational Linguistics
464724450,Unsupervised Text Normalization Using Distributed Representations of Words and Phrases,2015,,North American Chapter of the Association for Computational Linguistics
50156747,Distributed Word Representations Improve NER for e-Commerce,2015,,North American Chapter of the Association for Computational Linguistics
68084514,Relation Extraction: Perspective from Convolutional Neural Networks,2015,,North American Chapter of the Association for Computational Linguistics
61232012,Bilingual Word Representations with Monolingual Quality in Mind,2015,,North American Chapter of the Association for Computational Linguistics
20005739,Learning Distributed Representations for Multilingual Text Sequences,2015,,North American Chapter of the Association for Computational Linguistics
272314598,DeepNL: a Deep Learning NLP pipeline,2015,,North American Chapter of the Association for Computational Linguistics
371809126,Unsupervised Topic Modeling for Short Texts Using Distributed Representations of Words,2015,,North American Chapter of the Association for Computational Linguistics
386925479,MGNC-CNN: A Simple Approach to Exploiting Multiple Word Embeddings for Sentence Classification,2016,,North American Chapter of the Association for Computational Linguistics
86065460,Semi-Supervised Word Sense Disambiguation Using Word Embeddings in General and Specific Domains,2015,,North American Chapter of the Association for Computational Linguistics
38664061,A Word Embedding Approach to Predicting the Compositionality of Multiword Expressions,2015,,North American Chapter of the Association for Computational Linguistics
267798727,Random Walks and Neural Network Language Models on Knowledge Bases,2015,,North American Chapter of the Association for Computational Linguistics
26643784,Convolutional Neural Network for Paraphrase Identification,2015,,North American Chapter of the Association for Computational Linguistics
9932803,Ontologically Grounded Multi-sense Representation Learning for Semantic Vector Space Models.,2015,,North American Chapter of the Association for Computational Linguistics
426549177,Discriminative Phrase Embedding for Paraphrase Identification,2015,,North American Chapter of the Association for Computational Linguistics
227357721,Deep Multilingual Correlation for Improved Word Embeddings,2015,,North American Chapter of the Association for Computational Linguistics
