id,title,year,journal_name,conf_name
17057568,Immune Heterogeneity in Neuroinflammation: Dendritic Cells in the Brain,2013,Journal of Neuroimmune Pharmacology,
17891205,Regulation of Type II Responses in Lung Fibrosis and Systemic Autoimmunity: A Dissertation,2014,,
18028976,Alloreactive fetal T cells promote uterine contractility in preterm labor via IFN-γ and TNF-α,2018,Science Translational Medicine,
18472928,Chapter Six �?The Yin and Yang of Protein Kinase C-theta (PKCθ): A Novel Drug Target for Selective Immunosuppression,2013,Advances in pharmacology,
18613409,FOXP3 is a direct target of miR15a/16 in umbilical cord blood regulatory T cells.,2014,Bone Marrow Transplantation,
19076528,The immunology of pregnancy: regulatory T cells control maternal immune tolerance toward the fetus.,2014,Immunology Letters,
19162864,Role of Th17 cells in the pathogenesis of CNS inflammatory demyelination,2013,Journal of the Neurological Sciences,
19367035,Treg expression of CIS suppresses allergic airway inflammation through antagonizing an autonomous TH2 program,2019,Mucosal Immunology,
19436228,A lack of Fas/FasL signalling leads to disturbances in the antiviral response during ectromelia virus infection,2016,Archives of Virology,
19815457,Effects of Viral and cytokine delays on dynamics of autoimmunity,2018,arXiv: Quantitative Methods,
20365953,Programmed death one homolog maintains the pool size of regulatory T cells by promoting their differentiation and stability,2017,Scientific Reports,
20436065,From Friend to Enemy: Dissecting the Functional Alteration of Immunoregulatory Components during Pancreatic Tumorigenesis,2018,International Journal of Molecular Sciences,
20940276,Converting to adapt,2016,Science,
21602013,Emerging Functions of Regulatory T Cells in Tissue Homeostasis,2018,Frontiers in Immunology,
21912094,TCF1 and LEF1 Control Treg Competitive Survival and Tfr Development to Prevent Autoimmune Diseases,2019,Cell Reports,
22215475,Reprogramming of Th1 cells into regulatory T cells through rewiring of the metabolic status,2018,International Immunology,
22275047,Mouse Sertoli Cells Sustain De Novo Generation of Regulatory T Cells by Triggering the Notch Pathway Through Soluble JAGGED1,2014,Biology of Reproduction,
22417129,T-cell selection and intestinal homeostasis.,2014,Immunological Reviews,
22491231,Deletional and regulatory mechanisms coalesce to drive transplantation tolerance through mixed chimerism.,2015,European Journal of Immunology,
22548947,PTEN at the interface of immune tolerance and tumor suppression,2017,Frontiers of Biology in China,
22889096,"Regulatory T-cell deficiency and immune dysregulation, polyendocrinopathy, enteropathy, X-linked–like disorder caused by loss-of-function mutations in LRBA",2015,The Journal of Allergy and Clinical Immunology,
22961379,Boosting regulatory T-cell function with the humanized CD4-specific humanized monoclonal antibody Tregalizumab (BT-061),2015,Immunology and Cell Biology,
23744846,Recent Advance in GITR/GITRL Signaling Pathway and Bronchial Asthma,2013,Case reports in pediatrics,
25075463,Tolerogenic nanoparticles inhibit T cell–mediated autoimmunity through SOCS2,2016,Science Signaling,
25090540,Developmental Exposure to a Mixture of 23 Chemicals Associated With Unconventional Oil and Gas Operations Alters the Immune System of Mice,2018,Toxicological Sciences,
25178737,Treg functional stability and its responsiveness to the microenvironment,2014,Immunological Reviews,
25607209,A Cellular MicroRNA Facilitates Regulatory T Lymphocyte Development by Targeting the FOXP3 Promoter TATA-Box Motif,2018,Journal of Immunology,
25778380,Tumour-associated changes in intestinal epithelial cells cause local accumulation of KLRG1+ GATA3+ regulatory T cells in mice.,2017,Immunology,
26270553,Trial watch: DNA vaccines for cancer therapy,2013,OncoImmunology,
26539124,Incoherent feedforward motifs as immune change detectors,2015,bioRxiv,
26565356,Chemokine CCL17 is expressed by dendritic cells in the CNS during experimental autoimmune encephalomyelitis and promotes pathogenesis of disease,2017,Brain Behavior and Immunity,
26754145,Dendritic cells and regulatory T cells in atherosclerosis,2012,Molecules and Cells,
26952545,Brothers in arms: Th17 and Treg responses in Candida albicans immunity.,2014,PLOS Pathogens,
26966124,S1P1 deletion differentially affects TH17 and Regulatory T cells.,2017,Scientific Reports,
27009559,Depletion of fat-resident Treg cells prevents age-associated insulin resistance,2015,Nature,
27163650,Pulmonary immunity to viruses,2017,Clinical Science,
27353775,The cytokine networks of adaptive immunity in fish,2013,Fish & Shellfish Immunology,
27509294,Neuropilin-1 + regulatory T cells promote skin allograft survival and modulate effector CD4 + T cells phenotypic signature,2015,Immunology and Cell Biology,
27919423,"Effect of Apatinib on Serum CD4+CD25+ T cells, NK Cells, and T Cells Subgroup in Malignant Tumor:",2019,Technology in Cancer Research & Treatment,
28444489,Treg-Centric View of Immunosuppressive Drugs in Transplantation: A Balancing Act.,2017,American Journal of Transplantation,
28878205,Foxp3-independent mechanism by which TGF-β controls peripheral T cell tolerance.,2017,Proceedings of the National Academy of Sciences of the United States of America,
29181896,New Insights about Treg and Th17 Cells in HIV Infection and Disease Progression,2015,Clinical & Developmental Immunology,
29904974,The same self-peptide selects conventional and regulatory CD4+ T cells with identical antigen receptors,2014,Nature Communications,
29942936,In and out of the bull's eye: protein kinase Cs in the immunological synapse.,2013,Trends in Immunology,
30247660,"""Trastornos auto-inmunológicos y su regulación""",2015,,
30876423,Antigenic Stimulation of Kv1.3-Deficient Th Cells Gives Rise to a Population of Foxp3-Independent T Cells with Suppressive Properties,2015,Journal of Immunology,
31344603,Modulation of antitumor immunity with histone deacetylase inhibitors,2017,Immunotherapy,
31545176,Altered Connexin 43 Expression Underlies Age-Dependent Decrease of Regulatory T Cell Suppressor Function in Nonobese Diabetic Mice,2015,Journal of Immunology,
31790384,Modification of T Cell Functions at Sites of Infection and Inflammation,2016,,
32342451,Induction of T-cell infiltration and programmed death ligand 2 expression by adeno-associated virus in rhesus macaque skeletal muscle and modulation by prednisone.,2017,Human Gene Therapy,
32584047,Memory of Inflammation in Regulatory T Cells,2016,Cell,
32988946,New Strategies in Bladder Cancer: A Second Coming for Immunotherapy,2016,Clinical Cancer Research,
33008724,Atopic Dermatitis and Allergic Urticaria: Cutaneous Manifestations of Immunodeficiency,2017,Immunology and Allergy Clinics of North America,
33010883,Regulation and Heterogeneity of Pancreatic Natural Killer Cells During Type 1 Diabetes,2014,,
33431732,Dysregulation of proinflammatory versus anti-inflammatory human TH17 cell functionalities in the autoinflammatory Schnitzler syndrome,2016,The Journal of Allergy and Clinical Immunology,
34194761,T follicular regulatory cells in the regulation of B cell responses,2015,Trends in Immunology,
34555440,Mitochondrial complex III is essential for suppressive function of regulatory T cells,2019,Nature,
34558078,CD163 + macrophages infiltration correlates with the immunosuppressive cytokine interleukin 10 expression in tongue leukoplakia,2019,,
34772023,CD4+ T‐cell subsets and host defense in the lung,2013,Immunological Reviews,
35001341,TGF-β signaling controls Foxp3 methylation and T reg cell differentiation by modulating Uhrf1 activity,2019,Journal of Experimental Medicine,
35262368,Inflammation negatively regulates FOXP3 and regulatory T-cell function via DBC1.,2015,Proceedings of the National Academy of Sciences of the United States of America,
35334524,TNFR2 and Regulatory T Cells: Potential Immune Checkpoint Target in Cancer Immunotherapy,2019,,
35764614,MICROBIOME. Microbiota RORgulates intestinal suppressor T cells.,2015,Science,
36068371,Microbiota and Autoimmunity,2013,Cold Spring Harbor Perspectives in Biology,
36091620,Gag-specific CD8 T-cell proliferation is associated with higher peripheral blood levels of TGF-β and gut-homing T cells in youths perinatally infected with HIV-1 �?The ANRS-EP38-IMMIP Study,2016,Open Forum Infectious Diseases,
36114872,Metabolic Regulation of T Cell Immunity,2017,,
36212193,Restoring self-tolerance in autoimmune diseases by enhancing regulatory T-cells,2018,Cellular Immunology,
36240115,Nuclear transport of the human aryl hydrocarbon receptor and subsequent gene induction relies on its residue histidine 291,2018,Archives of Toxicology,
36984088,Control of T Cell Fates and Immune Tolerance by p38α Signaling in Mucosal CD103+ Dendritic Cells,2013,Journal of Immunology,
37011719,Mouse and human CD8(+) CD28(low) regulatory T lymphocytes differentiate in the thymus.,2016,Immunology,
37425538,MicroRNA-mediated regulation of T helper cell differentiation and plasticity,2013,Nature Reviews Immunology,
37871952,Mechanism of natural killer cell mediated T cell cycle arrest during human parainfluenza virus type 3 infection,2013,,
38417014,Ontogeny of Tumor-associated CD4+CD25+Foxp3+ T-regulatory Cells,2016,Immunological Investigations,
38866314,T reg Cells A Case,2016,,
39866283,Down-regulation of Tet2 prevents TSDR demethylation in IL2 deficient regulatory T cells,2014,Biochemical and Biophysical Research Communications,
39971474,Anti-TNF and thiopurine therapy in pregnant IBD patients does not significantly alter a panel of B-cell and T-cell subsets in 1-year-old infants,2018,Clinical and translational gastroenterology,
39974706,Tumor-derived CD4 + CD25 + regulatory T cells inhibit dendritic cells function by CTLA-4,2017,Pathology Research and Practice,
40004759,Maintenance of immune tolerance by Foxp3+ regulatory T cells requires CD69 expression.,2014,Journal of Autoimmunity,
40363895,The present and future of tuberculosis vaccinations,2015,Tuberculosis,
40413333,Induced Regulatory T Cell + Foxp3Is Necessary but Not Sufficient for Derived CD40 - T Cell + Inhibition of CD8,2013,,
40625555,The role of VipAlbumin(®) as an immunostimulatory agent for controlling homeostasis and proliferation of lymphoid cells.,2016,Central European Journal of Immunology,
41546026,Garp as a therapeutic target for modulation of T regulatory cell function,2017,Expert Opinion on Therapeutic Targets,
41802383,Regulation of lymphocyte trafficking in central nervous system autoimmunity,2018,Current Opinion in Immunology,
41816153,Frequency and Expression of Inhibitory Markers of CD4+CD25+FOXP3+ Regulatory T Cells in Patients with Common Variable Immunodeficiency,2013,Scandinavian Journal of Immunology,
42547455,Heterotopic Ossification and Calcification,2014,,
42762276,The role of immune cells in metabolism-related liver inflammation and development of non-alcoholic steatohepatitis (NASH),2016,Reviews in Endocrine & Metabolic Disorders,
42779270,Blowing on embers: commensal microbiota and our immune system,2014,Frontiers in Immunology,
42925117,Antigen-specific immune tolerance in the liver,2019,Nature Biomedical Engineering,
43071515,"Integrated analysis of genetic, behavioral, and biochemical data implicates neural stem cell-induced changes in immunity, neurotransmission and mitochondrial function in Dementia with Lewy Body mice",2017,Acta neuropathologica communications,
43085916,The stimulatory role of ICOS in the development of CD146+CCR5+ T cells co-expressing IFN-γ and IL-17 during graft-versus-host disease,2015,,
43176732,Dichotomy between T Cell and B Cell Tolerance to Neonatal Retroviral Infection Permits T Cell Therapy,2016,Journal of Immunology,
43756472,Context- and Tissue-Specific Regulation of Immunity and Tolerance by Regulatory T Cells,2016,Advances in Immunology,
43899310,The Changing Geoepidemiology of Food Allergies,2014,Clinical Reviews in Allergy & Immunology,
44540427,Deficient O-GlcNAc Glycosylation Impairs Regulatory T Cell Differentiation and Notch Signaling in Autoimmune Hepatitis,2018,Frontiers in Immunology,
45086175,Intestinal microbiota mining: a Th17/Treg cell perspective,2015,,
45347599,Skeletal muscle regeneration is modulated by inflammation,2018,Journal of orthopaedic translation,
45757120,Requirement for POH1 in differentiation and maintenance of regulatory T cells,2019,Cell Death & Differentiation,
46509071,Inhibitory role of the transcription repressor Gfi1 in the generation of thymus-derived regulatory T cells,2013,Proceedings of the National Academy of Sciences of the United States of America,
46885931,BTLA+ Dendritic Cells: The Regulatory T Cell Force Awakens,2016,Immunity,
46905134,CXCR6+ST2+ memory T helper 2 cells induced the expression of major basic protein in eosinophils to reduce the fecundity of helminth,2018,Proceedings of the National Academy of Sciences of the United States of America,
46921365,Interactions between innate and adaptive lymphocytes,2014,Nature Reviews Immunology,
47027690,A weak Foxp3 hypomorph enhances spontaneous and therapeutic immune surveillance of cancer in mice,2019,bioRxiv,
47284347,Class II MHC-independent suppressive adhesion of dendritic cells by regulatory T cells in vivo.,2017,Journal of Experimental Medicine,
47682327,Essential immunologic orchestrators of intestinal homeostasis,2018,Science immunology,
48254191,mTOR and metabolic regulation of conventional and regulatory T cells,2015,Journal of Leukocyte Biology,
48317816,Treg cells require the phosphatase PTEN to restrain TH1 and TFH cell responses,2015,Nature Immunology,
48410479,Measuring CTLA-4-Dependent Suppressive Function in Regulatory T Cells,2019,,
48519580,Defining dysbiosis and its influence on host immunity and disease,2014,Cellular Microbiology,
48777924,Novel Sphingosine-1-Phosphate Receptor Modulator KRP203 Combined With Locally Delivered Regulatory T Cells Induces Permanent Acceptance of Pancreatic Islet Allografts,2013,Transplantation,
49333724,Structural and functional aspects of factor viii in the initiation of the anti-factor viii immune response,2014,,
49757720,MicroRNA 10a marks regulatory T cells.,2012,PLOS ONE,
50159627,Bone Morphogenetic Protein Signaling Regulates Development and Activation of CD4+ T Cells,2015,Vitamins and Hormones Series,
50638414,Avaliação de parâmetros oxidativos e funcionais em linfócitos de ratos obesos suplementados cronicamente com extrato de chá verde.,2014,,
50644829,Modification of the FoxP3 transcription factor principally affects inducible T regulatory cells in a model of experimental autoimmune encephalomyelitis.,2013,PLOS ONE,
51177468,"Serum miR-146a, miR-155, and miR-210 as potential markers of Graves�?disease",2018,Journal of Clinical Laboratory Analysis,
51340861,Super-enhancers: Asset management in immune cell genomes,2015,Trends in Immunology,
51769402,Regulation of Autoimmune Disease by the E3 Ubiquitin Ligase Itch,2019,Cellular Immunology,
52425734,AHR Activation Is Protective against Colitis Driven by T Cells in Humanized Mice,2016,Cell Reports,
52673860,Mucosal Regulatory T Cells and T Helper 17 Cells in HIV-Associated Immune Activation,2016,Frontiers in Immunology,
52789156,Re-evaluating Strategies to Define the Immunoregulatory Roles of miRNAs,2017,Trends in Immunology,
52814129,New Insights and Biomarkers for Type 1 Diabetes: Review for Scandinavian Journal of Immunology,2015,Scandinavian Journal of Immunology,
52863685,Transcriptional Landscape of Human Tissue Lymphocytes Unveils Uniqueness of Tumor-Infiltrating T Regulatory Cells,2016,Immunity,
52913847,Regulatory T cells are essential to promote proper CD4 T-cell priming upon mucosal infection,2016,Mucosal Immunology,
53337664,IL-2–Inducible T Cell Kinase Tunes T Regulatory Cell Development and Is Required for Suppressive Function,2014,Journal of Immunology,
53411037,The CD25-binding antibody Daclizumab High-Yield Process has a distinct glycosylation pattern and reduced antibody-dependent cell-mediated cytotoxicity in comparison to Zenapax®,2016,mAbs,
53828876,Chronic Inflammation in Skin Malignancies,2016,Journal of Molecular Signaling,
53975485,Reduced CD18 Levels Drive Regulatory T Cell Conversion into Th17 Cells in the CD18hypo PL/J Mouse Model of Psoriasis,2013,Journal of Immunology,
54635098,Zinc as a Gatekeeper of Immune Function,2017,Nutrients,
55429548,Excessive Th1 responses due to the absence of TGF-β signaling cause autoimmune diabetes and dysregulated Treg cell homeostasis,2013,Proceedings of the National Academy of Sciences of the United States of America,
56314206,Immune checkpoint inhibitors in cancer therapy: a focus on T‐regulatory cells,2018,Immunology and Cell Biology,
56451147,'Nurr'ishing Treg cells: Nr4a transcription factors control Foxp3 expression.,2013,Nature Immunology,
57198527,Pathogenic Th cell subsets in chronic inflammatory diseases.,2016,Japanese Journal of Clinical Immunology,
58176320,Treg depletion attenuates the severity of skin disease from ganglionic spread after HSV-2 flank infection.,2013,Virology,
58318346,Variegated RHOA mutations in human cancers,2016,Experimental Hematology,
58738185,A reversible KO model reveals therapeutic 1 potentials of defective Tregs,2019,bioRxiv,
59464971,Characterizing tolerance in CD8 T cells in the absence of Bim-mediated clonal deletion to tissue restricted antigens,2016,,
59505798,RelB regulates Th17 differentiation in a cell-intrinsic manner,2018,Immunobiology,
59750836,The Immune System in Nephrotoxicity,2018,,
60221283,The IL�?3‐ST2‐MyD88 axis promotes regulatory T cell proliferation in the murine liver,2018,European Journal of Immunology,
60605672,Chemokines in Cancer,2014,Cancer immunology research,
61385384,Regulatory T cells limit unconventional memory to preserve the capacity to mount protective CD8 memory responses to pathogens,2019,Proceedings of the National Academy of Sciences of the United States of America,
61405179,NF-κB signaling in inflammation,2017,Signal Transduction and Targeted Therapy,
61455179,Loss of TET proteins in regulatory T cells unleashes effector function,2019,bioRxiv,
62179718,Tumor-infiltrating human CD4+ regulatory T cells display a distinct TCR repertoire and exhibit tumor and neoantigen reactivity,2019,Science immunology,
62960030,Inflammatory Manifestations of Lymphedema,2017,International Journal of Molecular Sciences,
63227105,Lkb1 maintains T reg cell lineage identity,2017,Nature Communications,
63535995,The great balancing act: regulation and fate of antiviral T‐cell interactions,2013,Immunological Reviews,
65175965,The kinase DYRK1A reciprocally regulates the differentiation of Th17 and regulatory T cells,2015,eLife,
65435578,IL-7 treatment augments and prolongs sepsis-induced expansion of IL-10-producing B lymphocytes and myeloid-derived suppressor cells,2018,PLOS ONE,
66174486,CD4+ T-cell subsets in inflammatory diseases: beyond the Th1/Th2 paradigm,2016,International Immunology,
66309037,Proteomic Analyses of Human Regulatory T Cells Reveal Adaptations in Signaling Pathways that Protect Cellular Identity,2018,Immunity,
66550526,The Immunophysiology of Male Reproduction,2015,,
66633030,"Multiple Sclerosis: An Overview of Clinical Features, Pathophysiology, Neuroimaging, and Treatment Options",2014,Colloquium Series on Integrated Systems Physiology: From Molecule To Function,
66815473,Basic principles of tumor-associated regulatory T cell biology,2013,Trends in Immunology,
67037905,Old dogs and new tricks: Defective peripheral regulatory T cell generation in aged mice,2013,European Journal of Immunology,
68095942,Dihydroartemisinin derivative DC32 attenuates collagen-induced arthritis in mice by restoring the Treg/Th17 balance and inhibiting synovitis through down-regulation of IL-6,2018,International Immunopharmacology,
68619784,Characterization of a new regulatory CD4+ T cell subset in primary Sjögren’s syndrome,2013,Rheumatology,
68846727,miRNA signature of mouse helper T cell hyper-proliferation.,2013,PLOS ONE,
69360361,Thymic stromal cell subsets for T cell development,2016,Cellular and Molecular Life Sciences,
69380204,Biological characteristics of transcription factor RelB in different immune cell types: implications for the treatment of multiple sclerosis,2019,Molecular Brain,
69770275,Induction of Immunosuppressive CD8+CD25+FOXP3+ Regulatory T Cells by Suboptimal Stimulation with Staphylococcal Enterotoxin C1,2018,Journal of Immunology,
69794856,Intercellular Cross-Talk Among Bone Cells: New Factors and Pathways,2012,Current Osteoporosis Reports,
70092325,Specific Adoptive Cellular Immunotherapy in Allogeneic Stem Cell Transplantation,2017,Onkologie,
71138235,Differential regulation of Th17 and T regulatory cell differentiation by aryl hydrocarbon receptor dependent xenobiotic response element dependent and independent pathways.,2015,Toxicological Sciences,
71690405,Microreview Defining dysbiosis and its influence on host immunity and disease,2014,,
71728330,Tissue adaptation: Implications for gut immunity and tolerance,2017,Journal of Experimental Medicine,
72284883,Human umbilical cord mesenchymal stem cells protect against ischemic brain injury in mouse by regulating peripheral immunoinflammation,2015,Brain Research,
72432575,TNFR2: A Novel Target for Cancer Immunotherapy,2017,Trends in Molecular Medicine,
72735753,Interaction with intestinal epithelial cells promotes an immunosuppressive phenotype in Lactobacillus casei.,2013,PLOS ONE,
72764230,Roles of transcription factors and epigenetic modifications in differentiation and maintenance of regulatory T cells.,2016,Microbes and Infection,
72777353,DNA hypermethylation of the forkhead box protein 3 (FOXP3) promoter in CD4+ T cells of patients with systemic sclerosis,2014,British Journal of Dermatology,
72860403,Regulatory T cells with superior immunosuppressive capacity emigrate from the inflamed colon to draining lymph nodes,2017,Mucosal Immunology,
74709990,Lactate Induces Pro-Tumor Reprogramming in Intratumoral Plasmacytoid Dendritic Cells,2019,Frontiers in Immunology,
75104679,A novel differentiation pathway from CD4+ T cells to CD4�?T cells for maintaining immune system homeostasis,2016,Cell Death and Disease,
76240626,Understanding the roles of activation threshold and infections in the dynamics of autoimmune disease.,2015,Journal of Theoretical Biology,
76706080,Dendritic Cells As Inducers of Peripheral Tolerance,2017,Trends in Immunology,
78751874,Commensal microbe-derived butyrate induces the differentiation of colonic regulatory T cells,2013,Nature,
79695876,Transcription factor Bach2 balances tolerance and immunity,2013,Immunology and Cell Biology,
79702530,Helper T-Cell Differentiation in Graft-Versus-Host Disease After Allogeneic Hematopoietic Stem Cell Transplantation,2014,Archivum Immunologiae Et Therapiae Experimentalis,
80145024,Role of the Aryl Hydrocarbon Receptor in the Immune Response Profile and Development of Pathology during Plasmodium berghei Anka Infection,2014,Infection and Immunity,
80653067,Circulating T follicular regulatory and helper cells have memory-like properties,2014,Journal of Clinical Investigation,
80791089,Cyclic AMP underpins suppression by regulatory T cells,2012,European Journal of Immunology,
80820657,Interleukin-2 treatment of tumor patients can expand regulatory T cells,2012,OncoImmunology,
81026335,Protein kinase C theta is dispensable for suppression mediated by CD25+CD4+ regulatory T cells.,2017,PLOS ONE,
81197569,Targeting T cells to treat atherosclerosis: odyssey from bench to bedside,2016,European Heart Journal - Cardiovascular Pharmacotherapy,
81340734,Pro-inflammatory human Th17 cells selectively express P-glycoprotein and are refractory to glucocorticoids,2014,Journal of Experimental Medicine,
81345741,"Chemokines, cytokines and exosomes help tumors to shape inflammatory microenvironment.",2016,Pharmacology & Therapeutics,
81926642,Epigenetics in Bone and Joint Disorders,2016,,
82361723,Mechanisms by which chronic ethanol consumption impairs cutaneous immunity,2014,,
82493284,"IL-2, IL-7, and IL-15: Multistage regulators of CD4+ T helper cell differentiation",2016,Experimental Hematology,
82822633,The role of T regulatory cells in immunopathogenesis of myasthenia gravis: implications for therapeutics,2015,Expert Review of Clinical Immunology,
83521337,Innate immunity underlies symbiotic relationships,2014,Biochemistry,
83928680,The Yin and Yang of Protein Kinase C-theta (PKCθ),2013,,
85040593,Blocking migration of regulatory T cells to leukemic hematopoietic microenvironment delays disease progression in mouse leukemia model,2019,Cancer Letters,
85229155,Innate Immune System and Preeclampsia,2014,Frontiers in Immunology,
85266292,GITR+ regulatory T cells in the treatment of autoimmune diseases,2015,Autoimmunity Reviews,
85466022,The Pivotal Role of Regulatory T Cells in the Regulation of Innate Immune Cells,2019,Frontiers in Immunology,
85742056,Regulatory T Cells Shape the Resident Memory T Cell Response to Virus Infection in the Tissues,2014,Journal of Immunology,
85885670,Hierarchical signaling transduction of the immune and muscle cell crosstalk in muscle regeneration,2017,Cellular Immunology,
85964086,Treg identity protection by an epigenetic switch,2014,Cell Cycle,
86316223,Immunological Considerations for Retinal Stem Cell Therapy.,2019,Advances in Experimental Medicine and Biology,
86494577,Selective deployment of transcription factor paralogs with submaximal strength facilitates gene regulation in the immune system,2019,Nature Immunology,
87276807,122 �?Host Defense Mechanisms Against Viruses,2017,,
87731752,Phenotype and function of tissue-resident unconventional Foxp3-expressing CD4(+) regulatory T cells.,2015,Cellular Immunology,
87883976,Regulation of the tolerogenic function of steady‐state DCs,2014,European Journal of Immunology,
87912628,PARK7/DJ-1 promotes pyruvate dehydrogenase activity and maintains Treg homeostasis,2019,bioRxiv,
87948184,Characterization of the immunoregulatory roles of IFN-β in T cells and dendritic cells,2017,,
88328873,Orchestration of T Cell Development by Common γ Chain Cytokines,2016,,
88550430,Preconditioning thermal therapy: Flipping the switch on IL-6 for anti-tumour immunity,2013,International Journal of Hyperthermia,
88672122,Immune crosstalk in cancer progression and metastatic spread: a complex conversation,2020,Nature Reviews Immunology,
88836950,Inhibition of microRNA-155 ameliorates experimental autoimmune myocarditis by modulating Th17/Treg immune response,2016,Journal of Molecular Medicine,
88860609,Avaliação das células TCD4+ reguladoras e efetoras na Imunodeficiência Comum Variável,2015,,
