id,title,year,journal_name,conf_name
129063733,Location management for hierarchically organized mobile ad hoc networks,2002,,Wireless Communications and Networking Conference
212280415,The importance of the multipoint-to-multipoint indoor radio channel in ad hoc networks,2002,,Wireless Communications and Networking Conference
469543723,Performance evaluation of distributed computing paradigms in mobile ad hoc sensor networks,2002,,International Conference on Parallel and Distributed Systems
73974396,A QoS aware power save protocol for wireless ad hoc networks,2002,,Annual Mediterranean Ad Hoc Networking Workshop
241620368,Research challenges in wireless networks: a technical overview,2002,,Wireless Personal Multimedia Communications
19426083,An evaluation of connectivity in mobile wireless ad hoc networks,2002,,Dependable Systems and Networks
141657756,A hybrid network model for cellular wireless packet data networks,2002,,Global Communications Conference
312348092,On the delay limited capacity of ad hoc networks,2002,,Global Communications Conference
301824048,Bits-per-joule capacity of energy-limited wireless ad hoc networks,2002,,Global Communications Conference
168482813,Scheduling algorithms for wireless ad-hoc sensor networks,2002,,Global Communications Conference
396963549,On capacity of relay-assisted communication,2002,,Global Communications Conference
179729957,The capacity of multi-hop wireless networks with TCP regulated traffic,2002,,Global Communications Conference
239489592,Towards a hybrid network model for wireless packet data networks,2002,,International Symposium on Computers and Communications
58794179,A deterministic approach to throughput scaling in wireless networks,2002,,International Symposium on Information Theory
463488609,Asymptotic delay in random wireless networks,2002,,International Symposium on Information Theory
181325264,Even one-dimensional mobility increases ad hoc wireless capacity,2002,,International Symposium on Information Theory
375005935,Minuteman: Forward projection of unmanned agents using the airborne internet,2002,,IEEE Aerospace Conference
189484541,Capacity of large wireless CDMA ad hoc networks with retransmission diversity,2002,,"Asilomar Conference on Signals, Systems and Computers"
492998256,On the power efficiency of sensory and ad-hoc wireless networks,2002,,"Asilomar Conference on Signals, Systems and Computers"
125498715,Achievable uniform rates for ad hoc networks,2002,,"Asilomar Conference on Signals, Systems and Computers"
117859703,New results in network information theory: scaling laws and optimal operational modes for wireless networks,2002,,Conference on Decision and Control
55021777,An Implementation of Transmit Power Control in 802.11b Wireless Networks,2002,,
499286803,Capacity of Wireless Networks with Bursty Arrivals,2002,,
180133235,Critical Transmission Range for Channel Allocation in Multi-hop Wireless Networks,2002,,
294110197,Decentralized Information Processing in Wireless Peer-to-Peer Networks,2002,,
169007334,Supporting Context-Aware Computing in Ad Hoc Mobile Environments,2002,,
467590407,A Suitable Size Clustering Algorithm for Ad Hoc Wireless Networks,2002,Journal of Software,
170080973,On the Feasibility of Large-Scale Wireless Sensor Networks,2002,,
390245571,Optimal Number of Relay Nodes in Wireless Ad Hoc Networks with Non-Cooperative Accessing Schemes,2002,,
403926405,Building Blocks for Secure Services: Authenticated Key Transport and Rational Exchange Protocols,2002,,
280465589,Cross-Layer Routing and Multiple-Access Protocol for Power-controlled Wireless Access Nets,2002,,
141534873,Energy-Efficient Routing Algorithms Using Directional Antennas for Mobile Ad Hoc Networks,2002,International Journal of Wireless Information Networks,
288952837,L+: Scalable Landmark Routing and Address Lookup for Multi-hop Wireless Networks,2002,,
306360772,Adaptive Security for Multi-layer Ad-hoc Networks,2002,Wireless Communications and Mobile Computing,
414720619,Wireless Communications Networking: and An Overview,2002,,
452246542,Spatial averages of coverage characteristics in large CDMA networks,2002,Wireless Networks,
9166000,A Scalable Routing Method for Irregular Mobile Ad Hoc Networks,2002,,
209863420,Estimate of mean C/I and capacity of interference limited mobile ad-hoc networks,2002,,
247065786,"Power Control in Ad-Hoc Networks: Theory, Architecture, Algorithm and Implementation of the COMPOW Protocol",2002,,
125147594,Random Spatial Structures and Sums,2002,,
194228068,The Spatial Node Distribution of the Random Waypoint Mobility Model,2002,,
202816628,Continuum Perco-lation and the Geometry of Wireless Networks,2002,,
489501080,Topology control and routing in ad hoc networks: a survey,2002,Sigact News,
122809442,The future of command and control for disaster response,2002,IEEE Engineering in Medicine and Biology Magazine,
408825083,On the transport capacity of a broadcast Gaussian channel,2002,Communications in information and systems,
330393385,"The Future of Command and Control for Disaster Response Utilizing Information and Virtual Reality Technology, the Cybercare System Can Link Resources Throughout the Country for Distributed Yet Coordinated Command and Control",2002,IEEE Engineering in Medicine and Biology Magazine,
348509572,"Successive structuring of source coding algorithms for data fusion, buffering, and distribution in networks",2002,,
360419682,A Scheduling Policy for Dense and Highly Mobile Ad hoc Networks,2002,,
467822112,Wireless communications and networking: an overview,2002,IEEE Antennas and Propagation Magazine,
404871401,On the connectivity in finite ad hoc networks,2002,IEEE Communications Letters,
312984476,Cooperative diversity in wireless networks: algorithms and architectures,2002,,
168973426,Wireless. Communications and An Overview,2002,,
65229234,Self-organizing packet radio ad hoc networks with overlay (SOPRANO),2002,IEEE Communications Magazine,
43096902,Mobility increases the capacity of ad hoc wireless networks,2002,IEEE ACM Transactions on Networking,
151658605,Energy concerns in wireless networks,2002,IEEE Wireless Communications,
221781930,Ad hoc networks: not an ad hoc field anymore,2002,Wireless Communications and Mobile Computing,
23040853,Adaptive security for multilevel ad hoc networks,2002,Wireless Communications and Mobile Computing,
298149517,Design challenges for energy-constrained ad hoc wireless networks,2002,IEEE Wireless Communications,
178847144,ORCHESTRATING SPATIAL REUSE IN WIRELESS AD HOC NETWORKS USING SYNCHRONOUS COLLISION RESOLUTION (SCR),2002,Journal of Interconnection Networks,
417246490,Communication Network Problems,2002,,
333479036,Decentralized Information Processing in Wireless Peer-to-Peer Networks,2002,,
375043534,A Geometric Theorem for Wireless Network Design Optimization,2002,,
481441862,A Spatial Reuse Aloha MAC Protocol for Multihop Wireless Mobile Networks,2002,,
378312968,Gossip Based Ad-Hoc Routing,2002,arXiv: Networking and Internet Architecture,
456690230,Towards mean field theory of wireless networks,2003,,Measurement and Modeling of Computer Systems
36636589,On the many-to-one transport capacity of a dense wireless sensor network and the compressibility of its data,2003,,Information Processing in Sensor Networks
334167603,A distributed algorithm for managing multi-target identities in wireless ad-hoc sensor networks,2003,,Information Processing in Sensor Networks
472286481,Bounds on achievable rates for general multi-terminal networks with practical constraints,2003,,Information Processing in Sensor Networks
375020104,Distributed sampling for dense sensor networks: a Bit-conservation principle,2003,,Information Processing in Sensor Networks
19718732,Capacity bounds for ad-hoc networks using directional antennas,2003,,International Conference on Communications
496422041,Energy-balancing strategies for wireless sensor networks,2003,,International Symposium on Circuits and Systems
317478538,Relay Routing and Scheduling for Capacity Improvement in Cellular WLANs,2003,,"Modeling and Optimization in Mobile, Ad-Hoc and Wireless Networks"
320743674,On selection of optimal transmission power for ad hoc networks,2003,,Hawaii International Conference on System Sciences
340608903,Rushing attacks and defense in wireless ad hoc network routing protocols,2003,,Workshop on Wireless Security
227862100,An authentication framework for hierarchical ad hoc sensor networks,2003,,Workshop on Wireless Security
147471759,On the placement of internet taps in wireless neighborhood networks,2003,,International Conference on Network Protocols
495784198,3hBAC (3-hop between adjacent clusterheads): a novel non-overlapping clustering algorithm for mobile ad hoc networks,2003,,"Pacific Rim Conference on Communications, Computers and Signal Processing"
450339020,Performance issues in sensor networking,2003,,International Teletraffic Congress
476948841,Connectivity reliability of large scale random ad hoc networks,2003,,Military Communications Conference
276947722,Exploiting directional antennas to provide quality of service and multipoint delivery in mobile wireless networks,2003,,Military Communications Conference
416419660,Clustered CDMA ad hoc networks without closed-loop power control,2003,,Military Communications Conference
437606742,Energy-efficient networking techniques for wireless sensor networks,2003,,Military Communications Conference
180935367,MAC protocols and transport capacity in ad hoc wireless networks: Aloha versus PR-CSMA,2003,,Military Communications Conference
371699309,Adaptive bandwidth management and QoS provisioning in large scale ad hoc networks,2003,,Military Communications Conference
211722244,Swarming activities to distribute information in large sensor networks,2003,,Military Communications Conference
360635905,On local algorithms for topology control and routing in ad hoc networks,2003,,ACM Symposium on Parallel Algorithms and Architectures
368382612,A stochastic Petri net-approach to modeling and analysis of ad hoc network,2003,,International Conference on Information Technology: Research and Education
173851169,ENHANCING THE PERFORMANCE OF MOBILE AD HOC NETWORKS WITH INTERNET GATEWAYS,2003,,International Conference on Wireless Networks
10999695,Scalability of peer configuration management in partially reliable and ad hoc networks,2003,,Integrated Network Management
176140676,Performance evaluation of modified IEEE 802.11 MAC for multi-channel multi-hop ad hoc network,2003,,Advanced Information Networking and Applications
170426974,Connectivity-through-time protocols for dynamic wireless networks to support mobile robot teams,2003,,International Conference on Robotics and Automation
325662468,TCMCA: a source-based distributed topology control algorithm for mission critical applications in mobile ad-hoc networks,2003,,International Conference on Networks
455304618,"Applying Ad-Hoc Relaying to Improve Capacity, Energy Efficiency, and Immission in Infrastructure-Based WLANs",2003,,Kommunikation in Verteilten Systemen
266245552,On the approximation ratio of the MST based heuristic for the energy-efficient broadcast problem in static ad-hoc radio networks,2003,,International Parallel and Distributed Processing Symposium
42607463,Effect of node mobility on highway mobile infostation networks,2003,,Modeling Analysis and Simulation of Wireless and Mobile Systems
62052458,On the interaction of bandwidth constraints and energy efficiency in all-wireless networks,2003,,Ad Hoc Networks
56905538,A Uniform Continuum Model for Scaling of Ad Hoc Networks,2003,,Ad Hoc Networks
212048882,Energy-efficient MAC in ad-hoc networks inspired by conflict resolution concepts,2003,,Ad Hoc Networks
103092903,Analytical and simulative performance evaluation of cluster-based multihop ad hoc networks,2003,,Ad Hoc Networks
62711372,Landmark routing in ad hoc networks with mobile backbones,2003,,Ad Hoc Networks
75371084,Mobile ad hoc networking: imperatives and challenges,2003,,Ad Hoc Networks
35907311,Topology control for wireless sensor networks,2003,,ACM/IEEE International Conference on Mobile Computing and Networking
372644,Distributed algorithms for guiding navigation across a sensor network,2003,,ACM/IEEE International Conference on Mobile Computing and Networking
242722419,Throughput capacity of random ad hoc networks with infrastructure support,2003,,ACM/IEEE International Conference on Mobile Computing and Networking
304235519,Characterizing achievable rates in multi-hop wireless networks: the joint routing and scheduling problem,2003,,ACM/IEEE International Conference on Mobile Computing and Networking
260974088,Impact of interference on multi-hop wireless network performance,2003,,ACM/IEEE International Conference on Mobile Computing and Networking
196209120,Design and analysis of an MST-based topology control algorithm,2003,,International Conference on Computer Communications
419645525,Packets distribution algorithms for sensor networks,2003,,International Conference on Computer Communications
382646283,"Unreliable sensor grids: coverage, connectivity and diameter",2003,,International Conference on Computer Communications
233944004,Power controlled dual channel (PCDC) medium access protocol for wireless ad hoc networks,2003,,International Conference on Computer Communications
172716740,Energy-efficient collision resolution in wireless ad-hoc networks,2003,,International Conference on Computer Communications
82568038,Impact of interferences on connectivity in ad hoc networks,2003,,International Conference on Computer Communications
153532562,Power control and clustering in ad hoc networks,2003,,International Conference on Computer Communications
241782693,"Optimal routing, link scheduling and power control in multihop wireless networks",2003,,International Conference on Computer Communications
33022302,Optimizing route-cache lifetime in ad hoc networks,2003,,International Conference on Computer Communications
305978281,Locating nodes with EASE: last encounter routing in ad hoc networks through mobility diffusion,2003,,International Conference on Computer Communications
444815683,Downlink admission/congestion control and maximal load in CDMA networks,2003,,International Conference on Computer Communications
27520640,Delay limited capacity of ad hoc networks: asymptotically optimal transmission and relaying strategy,2003,,International Conference on Computer Communications
143803096,"Capacity, delay and mobility in wireless ad-hoc networks",2003,,International Conference on Computer Communications
263400691,On the capacity of hybrid wireless networks,2003,,International Conference on Computer Communications
18565512,Dynamic power allocation and routing for time varying wireless networks,2003,,International Conference on Computer Communications
447587648,An energy efficient hierarchical clustering algorithm for wireless sensor networks,2003,,International Conference on Computer Communications
260612512,Traffic analysis in ad hoc networks based on location-aware clustering,2003,,International Conference on Distributed Computing Systems Workshops
400743836,MESHMd1- a middleware for self-organization in ad hoc networks,2003,,International Conference on Distributed Computing Systems Workshops
145933089,Organizing a distributed application in a mobile ad hoc network,2003,,Network Computing and Applications
236254417,Sensing lena-massively distributed compression of sensor images,2003,,International Conference on Image Processing
119647191,Asymptotically optimal time synchronization in dense sensor networks,2003,,Sensor Networks and Applications
338298617,Improving Delay in Ad-Hoc Mobile Networks Via Redundant Packet Transfers,2003,,Conference on Information Sciences and Systems
70671754,On the Capacity of 'Cheap' Relay Networks,2003,,Conference on Information Sciences and Systems
329428076,Distributed Signal Processing Algorithms for the Sensor Broadcast Problem,2003,,Conference on Information Sciences and Systems
378262073,Asynchronous wakeup for ad hoc networks,2003,,Mobile Ad Hoc Networking and Computing
415952830,On the maximum stable throughput problem in random networks with directional antennas,2003,,Mobile Ad Hoc Networking and Computing
128071378,"The shared wireless infostation model: a new ad hoc networking paradigm (or where there is a whale, there is a way)",2003,,Mobile Ad Hoc Networking and Computing
289830127,On the capacity improvement of ad hoc wireless networks using directional antennas,2003,,Mobile Ad Hoc Networking and Computing
305149104,On the throughput capacity of hybrid wireless networks using an L-maximum-hop routing strategy,2003,,Vehicular Technology Conference
157113768,Capacity of a relaying infrastructure for broadband radio coverage of urban areas,2003,,Vehicular Technology Conference
231231319,Disjoint multipath source routing in ad hoc networks: transport capacity,2003,,Vehicular Technology Conference
220886465,An integrated multihop cellular data network,2003,,Vehicular Technology Conference
71403309,Fairness and QoS in multihop wireless networks,2003,,Vehicular Technology Conference
464277702,Performance of cellular networks with relays and centralized scheduling,2003,,Vehicular Technology Conference
224107095,Interference aware (IA) MAC: an enhancement to IEEE802.11b DCF,2003,,Vehicular Technology Conference
89721330,Delay-throughput performance of load-adaptive power-controlled multihop wireless networks with scheduled transmissions,2003,,Vehicular Technology Conference
444389166,Spatial reuse in wireless ad-hoc networks,2003,,Vehicular Technology Conference
437614574,The analysis of power-controlled MAC layer for wireless ad hoc networks,2003,,Vehicular Technology Conference
180963880,On the transport capacity of the many-to-one dense wireless network,2003,,Vehicular Technology Conference
34566869,Power controlled multiple access control for wireless access nets,2003,,Vehicular Technology Conference
112493979,Minimizing communication costs in hierarchically clustered networks of wireless sensors,2003,,Wireless Communications and Networking Conference
238838789,Capacity compatible 2-level link state routing for ad hoc networks with mobile clusterheads,2003,,Wireless Communications and Networking Conference
278086424,Critical density thresholds for coverage in wireless sensor networks,2003,,Wireless Communications and Networking Conference
103633469,On energy efficiency and network connectivity of mobile ad hoc networks,2003,,International Conference on Distributed Computing Systems
11126563,New approach to multihop - cellular based multihop network,2003,,"Personal, Indoor and Mobile Radio Communications"
159928379,Power control for IEEE 802.11 ad hoc networks: issues and a new algorithm,2003,,International Conference on Parallel Processing
126290216,On the definition of ad hoc network connectivity,2003,,International Conference on Communication Technology
239242802,The capacity of implicit EDF in wireless sensor networks,2003,,Euromicro Conference on Real-Time Systems
346343396,Graph-theoretic analysis of structured peer-to-peer systems: routing distances and fault resilience,2003,,ACM Special Interest Group on Data Communication
25650087,Growth of wireless ad hoc networks,2003,,Global Communications Conference
289924207,Performance evaluation of highway mobile infostation networks,2003,,Global Communications Conference
391811172,Adaptive modulation in ad hoc DS/CDMA packet radio networks,2003,,Global Communications Conference
382648710,Improving spatial reuse of IEEE 802.11 based ad hoc networks,2003,,Global Communications Conference
365029857,Space-time signal design for fading relay channels,2003,,Global Communications Conference
467480266,The impact of power amplifier characteristics on routing in random wireless networks,2003,,Global Communications Conference
218624269,On capacity of Gaussian 'cheap' relay channel,2003,,Global Communications Conference
397043865,Optimum transmit range and capacity of mobile infostation networks,2003,,Global Communications Conference
159940135,On the performance of graph-based scheduling algorithms for packet radio networks,2003,,Global Communications Conference
109895509,Asympotic capacity bounds for ad-hoc networks revisited: the directional and smart antenna cases,2003,,Global Communications Conference
353176417,Throughput achievable with no relaying in a mobile interference network,2003,,International Symposium on Computers and Communications
335538143,Scaling laws and operation of wireless ad-hoc and sensor networks,2003,,IEEE Signal Processing Workshop on Statistical Signal Processing
130310758,Ad hoc wireless networks with noisy links,2003,,International Symposium on Information Theory
8201529,On the power efficiency of sensory and ad-hoc wireless networks,2003,,International Symposium on Information Theory
484279554,Routing and data compression in sensor networks: stochastic models for sensor data that guarantee scalability,2003,,International Symposium on Information Theory
464153587,Network information theory for wireless communications,2003,,International Symposium on Information Theory
159165744,Optimality range of transmission over different terminals in cooperative multiantenna systems,2003,,"International Conference on Acoustics, Speech, and Signal Processing"
193976667,An empirical study on the connectivity of ad hoc networks,2003,,IEEE Aerospace Conference
180458047,Information-Theoretic Bounds for Mobile Ad-hoc Networks Routing Protocols,2003,,International Conference on Information Networking
164146521,Support of packet video over ad hoc wireless networks,2003,,"Asilomar Conference on Signals, Systems and Computers"
419793449,Throughput analysis for decentralized slotted regular wireless networks,2003,,"Asilomar Conference on Signals, Systems and Computers"
195027476,Connectivity of sensor networks with power control,2003,,"Asilomar Conference on Signals, Systems and Computers"
342208377,Some scaling properties of large distributed control systems,2003,,Conference on Decision and Control
227428835,Upper bounds to transport capacity of wireless networks,2003,,Conference on Decision and Control
41526020,Efficient Collaborative (Viral) Communication in OFDM Based WLANs,2003,,
294989206,The Distributed Nonlinear Stochastic World of Networks,2003,,
232740986,A Comparison of Topology Control Algorithms for Ad-hoc Networks,2003,,
310449545,On Energy Efficiency and Optimum Resource Allocation of Relay Transmissions,2003,IEEE Transactions on Wireless Communications,
255006218,Structures and Functions of Dynamic Networks,2003,,
173823501,Scaling Laws for Homogeneous Sensor Networks,2003,,
124223120,How to outperform IEEE802.11: Interference Aware (IA) MAC,2003,,
490204121,"On the capacity of large wireless networks under fading, mobility, and delay constraints",2003,,
245731670,Dynamic power allocation and routing for satellite and wireless networks with time varying channels,2003,,
401879561,Performance analysis of wireless ad hoc networks,2003,,
288552873,Enabling secure high-performance wireless ad hoc networking,2003,,
287611935,Mobile Communications for Emergencies and Disaster Recovery in Developing Countries,2003,,
232247758,On Achievable Rates of Complexity Constrained Relay Channels,2003,,
159820714,"Power Control in Ad Hoc Wireless Networks: An Architectural Solution for a Melee of Multiple Agents, Cost Criteria, and Information Patterns",2003,,
213453729,Wireless Technology in Educational System,2003,,
61971774,Security Challenges in Self- organizing Wireless Networks,2003,,
358496303,DESIGN AND ANALYSIS OF DISTRIBUTED ALGORITHMS FOR BASIC COMMUNICATION IN AD-HOC MOBILE NETWORKS,2003,,
468542623,Routing protocols for self-organizing hierarchical ad-hoc wireless networks,2003,,
352434445,Multiuser Wireless Communication Systems,2003,,
36294247,Interference Modeling in Wireless Communications,2003,,
440828967,Towards a Novel Transport Protocol for Ad Hoc Networks,2003,Lecture Notes in Computer Science,
126421744,Why Max-min Fairness Is Not Suitable For Multi-Hop Wireless Networks,2003,,
103004246,Exploiting predictable observer mobility for power-efficient sensor network communication,2003,,
55246817,The Critical Mass Problem of Mobile Ad-hoc Networks,2003,,
343558145,A Location Based Routing Method for Irregular Mobile Ad Hoc Networks,2003,IEEE Transactions on Mobile Computing,
118335020,On three issues in wireless networking,2003,,
433467296,The node distribution of the random waypoint mobility model for wireless ad hoc networks,2003,IEEE Transactions on Mobile Computing,
52121472,"Covering algorithms, continuum percolation and the geometry of wireless networks",2003,Annals of Applied Probability,
232554075,Performance and scalability of mobile wireless base-station-oriented networks,2003,Mobile Computing and Communications Review,
66578387,Approximate decomposition of some modulated-Poisson Voronoi tessellations,2003,Advances in Applied Probability,
172178424,MAC protocol for mobile ad hoc network with smart antennas,2003,Electronics Letters,
11673323,Capacity evaluation of multi-channel wireless ad hoc networks,2003,Journal of Electronics (china),
162140759,Energy saving and capacity improvement potential of power control in multi-hop wireless networks,2003,Computer Networks,
212336810,Optimum transmit range and capacity of mobile infostation networks,2003,Mobile Computing and Communications Review,
226139279,Data-gathering wireless sensor networks: organization and capacity,2003,Computer Networks,
189406813,The nominal capacity of wireless mesh networks,2003,IEEE Wireless Communications,
273600668,Networked Infomechanical Systems (NIMS) for Ambient Intelligence,2003,Center for Embedded Network Sensing,
408141191,Real-time communication and coordination in embedded sensor networks,2003,Proceedings of the IEEE,
76245012,Percolation in Multi-hop Wireless Networks,2003,IEEE Transactions on Information Theory,
299263789,Opportunistic large arrays: cooperative transmission in wireless multihop ad hoc networks to reach far distances,2003,IEEE Transactions on Signal Processing,
389554490,Detection Fidelity in Distributed Wireless Sensor Networks,2003,Center for Embedded Network Sensing,
250914002,Continuum percolation of wireless ad hoc communication networks,2003,Physica A-statistical Mechanics and Its Applications,
289518521,Stimulating cooperation in self-organizing mobile ad hoc networks,2003,Mobile Networks and Applications,
486438774,The critical transmitting range for connectivity in sparse wireless ad hoc networks,2003,IEEE Transactions on Mobile Computing,
117589896,TCP Performance in Wireless Mobile Multi-hop Ad Hoc Networks,2003,,
271629983,"A correction to the proof of a lemma in ""The capacity of wireless networks""",2003,IEEE Transactions on Information Theory,
144024010,"Sensor networks: evolution, opportunities, and challenges",2003,Proceedings of the IEEE,
72503349,On the achievable throughput of a multiantenna Gaussian broadcast channel,2003,IEEE Transactions on Information Theory,
