id,title,year,journal_name,conf_name
368210140,A Survey of Decision Fusion and Feature Fusion Strategies for Pattern Classification,2010,Iete Technical Review,
173066107,Speaker Recognition from Excitation Source Perspective,2010,Iete Technical Review,
338134935,Identification of Very Low Frequency (VLF) Whistlers transients using Feed Forward Neural Network (FFNN),2017,IOSR Journal of Applied Physics,
346151894,Application of Connectionist Approach in Classification of Nutritional Status Among Arsenic Affected people in Rural Areas in Bangladesh,2014,Anwer Khan Modern Medical College Journal,
347431210,Regularization of short term load forecasting neural models,2005,Learning and Nonlinear Models,
311910951,Morphological Identification Of Inductive Signatures Using An Adaptive Resonance Theory Based Learning Scheme,2007,Learning and Nonlinear Models,
411086612,Otimização De Despacho Econômico Com Ponto De Válvula Usando Estratégia Evolutiva E Método Quase-Newton,2006,Learning and Nonlinear Models,
38414470,An Overview on the Use of Neural Networks for Data Mining Tasks,2011,Learning and Nonlinear Models,
288651963,Novelty Detection for Robot Neotaxis,2000,arXiv: Robotics,
453704407,A Real-Time Novelty Detector for a Mobile Robot,2000,arXiv: Robotics,
164753441,Novelty Detection for Robot Neotaxis,2000,arXiv: Robotics,
114150569,The Prediction of Hardenability using Neural Networks,2014,Archives of Metallurgy and Materials,
153602545,Optimization of a thin-walled element geometry using a system integrating neural networks and finite element method,2017,Archives of Metallurgy and Materials,
90986047,Strategic importance of team integration issues in product development processes to improve manufacturability,2008,Team Performance Management,
127965833,A Min–Max Optimization Framework for Designing $\Sigma\Delta$ Learners: Theory and Hardware,2010,IEEE Transactions on Circuits and Systems,
494149709,Statistical vehicle classification methods derived from girder strains in bridges,2011,Canadian Journal of Civil Engineering,
256650809,Artificial neural networks for predicting creep with an example application to structural masonry,2003,Canadian Journal of Civil Engineering,
41592659,Optimization of data collection needs for manual and automated network-level pavement condition ratings based on transverse variability and neural networks,2007,Canadian Journal of Civil Engineering,
83604048,Risk assessment of a water supply system under climate variability: a stochastic approach,2011,Canadian Journal of Civil Engineering,
1712904,Continuous residual reinforcement learning for traffic signal control optimization,2018,Canadian Journal of Civil Engineering,
123889899,Multilayer Perceptron and Geometric Albedo Spectra for Quick Parameter Estimations of Exoplanets,2019,arXiv: Earth and Planetary Astrophysics,
300966475,Transcriptional regulation of lineage commitment--a stochastic model of cell fate decisions.,2013,PLOS Computational Biology,
156361719,Statistical Resolution of Ambiguous HLA Typing Data,2008,PLOS Computational Biology,
107245462,The Human Functional Brain Network Demonstrates Structural and Dynamical Resilience to Targeted Attack,2013,PLOS Computational Biology,
350932930,"Src kinase conformational activation: thermodynamics, pathways, and mechanisms.",2008,PLOS Computational Biology,
228052651,Processing of Multi-dimensional Sensorimotor Information in the Spinal and Cerebellar Neuronal Circuitry: A New Hypothesis,2013,PLOS Computational Biology,
35371356,Connectivity in the Yeast Cell Cycle Transcription Network: Inferences from Neural Networks,2005,PLOS Computational Biology,
137715389,Forward and backward inference in spatial cognition,2013,PLOS Computational Biology,
480411693,A High-Throughput Screening Approach to Discovering Good Forms of Biologically Inspired Visual Representation,2009,PLOS Computational Biology,
432489229,An evolutionary learning and network approach to identifying key metabolites for osteoarthritis.,2018,PLOS Computational Biology,
492754768,The use of mixture density networks in the emulation of complex epidemiological individual-based models.,2020,PLOS Computational Biology,
161196471,Automatic detection of melanoma progression by histological analysis of secondary sites,2012,Cytometry Part A,
77139421,Modelling the association between in vitro gas production and chemical composition of some lesser known tropical browse forages using artificial neural network,2007,African Journal of Biotechnology,
352059692,MODELING OF SURFACE ROUGHNESS USING MRA AND ANN METHOD,2011,Annals of the Oradea University: Fascicle Management and Technological Engineering,
308696654,Effects of gut-derived endotoxin on anxiety-like and repetitive behaviors in male and female mice,2018,Biology of Sex Differences,
401761430,SHAPE-BASED ADULT IMAGE DETECTION,2006,International Journal of Image and Graphics,
324692231,VISUAL SPEECH RECOGNITION USING DYNAMIC FEATURES AND SUPPORT VECTOR MACHINES,2008,International Journal of Image and Graphics,
204441104,The Two-Point Correlation Function: A Measure of Interclass Separability,1999,Journal of Mathematical Imaging and Vision,
397374615,Nonlinear Filter Design Using Envelopes,2004,Journal of Mathematical Imaging and Vision,
261364011,Maximizing the Predictivity of Smooth Deformable Image Warps through Cross-Validation,2008,Journal of Mathematical Imaging and Vision,
467338126,3D Deformable Super-Resolution for Multi-Camera 3D Face Scanning,2013,Journal of Mathematical Imaging and Vision,
233459350,Image Segmentation Using a Local GMM in a Variational Framework,2013,Journal of Mathematical Imaging and Vision,
395311011,Adversarial Noise Attacks of Deep Learning Architectures: Stability Analysis via Sparse-Modeled Signals,2019,Journal of Mathematical Imaging and Vision,
403289732,Fast and Accuracy Control Chart Pattern Recognition using a New cluster-k-Nearest Neighbor,2009,"World Academy of Science, Engineering and Technology, International Journal of Mathematical, Computational, Physical, Electrical and Computer Engineering",
229824301,A survey of methods for data fusion and system adaptation using autonomic nervous system responses in physiological computing,2012,Interacting with Computers,
331787511,"A Comparative Analysis of Three Types of Tourism Demand Forecasting Models: Individual, Linear Combination and Non‐linear Combination",2014,International Journal of Tourism Research,
351298524,Tourism demand forecasting with neural network models: different ways of treating information.,2015,International Journal of Tourism Research,
5932899,A nationwide adaptive prediction tool for coronary heart disease prevention.,2003,British Journal of General Practice,
124482151,Various Approaches for Predicting Land Cover in Mountain Areas,2007,Communications in Statistics - Simulation and Computation,
54216430,Artificial neural networks and genetic algorithms in QSAR,2003,Journal of Molecular Structure-theochem,
224963163,A non‐linear asymmetric error function‐based least mean square approach for the analysis of multicomponent mass spectra measured by membrane inlet mass spectrometry,1999,Rapid Communications in Mass Spectrometry,
494899836,Reverberant speech recognition combining deep neural networks and deep autoencoders augmented with a phone-class feature,2015,EURASIP Journal on Advances in Signal Processing,
249647989,Influence of acoustic feedback on the learning strategies of neural network-based sound classifiers in digital hearing aids,2009,EURASIP Journal on Advances in Signal Processing,
469953813,Expectation-maximization method for EEG-based continuous cursor control,2007,EURASIP Journal on Advances in Signal Processing,
358655619,A supervised classification algorithm for note onset detection,2007,EURASIP Journal on Advances in Signal Processing,
173024032,ICA mixtures applied to ultrasonic nondestructive classification of archaeological ceramics,2010,EURASIP Journal on Advances in Signal Processing,
107624404,Fusion of hyperspectral and panchromatic images using multiresolution analysis and nonlinear PCA band reduction,2012,EURASIP Journal on Advances in Signal Processing,
418944298,Artificial neural network-based clutter reduction systems for ship size estimation in maritime radars,2010,EURASIP Journal on Advances in Signal Processing,
433710392,Ultra-wideband geo-regioning: a novel clustering and localization technique,2008,EURASIP Journal on Advances in Signal Processing,
318491731,Discovering recurrent image semantics from class discrimination,2006,EURASIP Journal on Advances in Signal Processing,
229247458,Supervised self-organizing classification of superresolution ISAR images: an anechoic chamber experiment,2006,EURASIP Journal on Advances in Signal Processing,
459123681,Development of band ratioing algorithms and neural networks to detection of oil spills using Landsat ETM+ data,2012,EURASIP Journal on Advances in Signal Processing,
186828099,Map-based underdetermined blind source separation of convolutive mixtures by hierarchical clustering and l 1 -norm minimization,2007,EURASIP Journal on Advances in Signal Processing,
140322814,Digital communication receivers using gaussian processes for machine learning,2008,EURASIP Journal on Advances in Signal Processing,
293872222,Iterative Estimation Algorithms Using Conjugate Function Lower Bound and Minorization-Maximization with Applications in Image Denoising,2008,EURASIP Journal on Advances in Signal Processing,
485669041,Multi-pose lipreading and audio-visual speech recognition,2012,EURASIP Journal on Advances in Signal Processing,
244513105,Combining Low-Level Features for Semantic Extraction in Image Retrieval,2007,EURASIP Journal on Advances in Signal Processing,
74961676,Adaptive Markov random fields for example-based super-resolution of faces,2006,EURASIP Journal on Advances in Signal Processing,
353479009,Multichannel ECG and noise modeling: application to maternal and fetal ECG signals,2007,EURASIP Journal on Advances in Signal Processing,
271261676,Estimating driving performance based on EEG spectrum analysis,2005,EURASIP Journal on Advances in Signal Processing,
66359261,Automatic hardware implementation tool for a discrete Adaboost-based decision algorithm,2005,EURASIP Journal on Advances in Signal Processing,
224750415,Variable selection by perfect sampling,2002,EURASIP Journal on Advances in Signal Processing,
398312627,Independent vector analysis using subband and subspace nonlinearity,2013,EURASIP Journal on Advances in Signal Processing,
57203474,Broad phonetic class definition driven by phone confusions,2012,EURASIP Journal on Advances in Signal Processing,
106510275,Object recognition system-on-chip using the support vector machines,2005,EURASIP Journal on Advances in Signal Processing,
308230399,On the determination of optimal model order for GMM-based text-independent speaker identification,2004,EURASIP Journal on Advances in Signal Processing,
184238166,Bearing fault detection using artificial neural networks and genetic algorithm,2004,EURASIP Journal on Advances in Signal Processing,
176252633,Tropospheric ozone column retrieval from OMI data by means of neural networks: a validation exercise with ozone soundings over Europe,2013,EURASIP Journal on Advances in Signal Processing,
30663551,Estimate of significant wave height from non- coherent marine radar images by multilayer perceptrons,2012,EURASIP Journal on Advances in Signal Processing,
125401544,"Semantic Indexing of Multimedia Content Using Visual, Audio, and Text Cues",2003,EURASIP Journal on Advances in Signal Processing,
174910688,Neural network Jacobian analysis for high-resolution profiling of the atmosphere,2012,EURASIP Journal on Advances in Signal Processing,
413084376,Radar detection with the Neyman–Pearson criterion using supervised-learning-machines trained with the cross-entropy error,2013,EURASIP Journal on Advances in Signal Processing,
456116035,Features extraction from SAR interferograms for tectonic applications,2012,EURASIP Journal on Advances in Signal Processing,
437078281,Spatio-temporal graphical-model-based multiple facial feature tracking,2005,EURASIP Journal on Advances in Signal Processing,
52472118,The automated extraction of environmentally relevant features from digital imagery using Bayesian multi-resolution analysis,2001,Advances in Environmental Research,
17069943,Estimating tree mortality of Norway spruce stands with neural networks,2001,Advances in Environmental Research,
440277600,Belt speed control in a sintering plant using neural networks,1998,Steel Research,
218566288,Creating socially interactive no-player characters: The µ-SIV system.,2003,International Journal of Intelligent Games & Simulation,
352432799,Creating Socially Interactive Non Player Characters:The -SIC System,2003,International Journal of Intelligent Games & Simulation,
456525677,An introduction to the use of neural networks in control systems,2002,International Journal of Robust and Nonlinear Control,
398684032,Estimation of lactation milk yield of Awassi sheep with Artificial Neural Network modeling,2013,Small Ruminant Research,
252447685,Fayda Esaslı Erişilebilirliğin Ulaşım Türü Seçimi Üzerindeki Etkisi,2012,Teknik Dergi,
21394035,External Validation of Mathematical Models to Distinguish Between Benign and Malignant Adnexal Tumors: A Multicenter Study by the International Ovarian Tumor Analysis Group,2007,Clinical Cancer Research,
442805691,Delayed Disease Progression after Allogeneic Cell Vaccination in Hormone-Resistant Prostate Cancer and Correlation with Immunologic Variables,2005,Clinical Cancer Research,
131387303,A new ensemble method for gold mining problems: Predicting technology transfer,2012,Electronic Commerce Research and Applications,
333158250,Combining machine-based and econometrics methods for policy analytics insights,2017,Electronic Commerce Research and Applications,
257109614,A rejection inference technique based on contrastive pessimistic likelihood estimation for P2P lending,2018,Electronic Commerce Research and Applications,
366895969,Mining Databases: Towards Algorithms for Knowledge Discovery.,1998,IEEE Data(base) Engineering Bulletin,
157471794,Comparaison de stratégies de discrimination de masses de véhicules automobiles,2002,Revue Dintelligence Artificielle,
480756208,Relating crop yield to topographic attributes using Spatial Analysis Neural Networks and regression,2007,Geoderma,
75658400,Environmental correlation of three-dimensional soil spatial variability: a comparison of three adaptive techniques,2002,Geoderma,
243671896,Digital mapping for cost-effective and accurate prediction of the depth and carbon stocks in Indonesian peatlands,2016,Geoderma,
6733003,Mixtures of Principal Component Analysers,1997,Neural Computation,
189245314,"Bayesian Framework for Least-Squares Support Vector Machine Classifiers, Gaussian Processes, and Kernel Fisher",2002,Neural Computation,
186639940,Online learning of single-and multivalued functions with an infinite mixture of linear experts,2013,Neural Computation,
70542072,On the problem in model selection of neural network regression in overrealizable scenario,2002,Neural Computation,
232554601,"Minimum description length, regularization, and multimodal data",1996,Neural Computation,
149635304,Piecewise-Linear Neural Networks and Their Relationship to Rule Extraction from Data,2006,Neural Computation,
127594971,Online learning in radial basis function networks,1997,Neural Computation,
113713320,A multiclass classification method based on decoding of binary classifiers,2009,Neural Computation,
104511052,The Bayesian Evidence Scheme for Regularizing Probability-Density Estimating Neural Networks,2000,Neural Computation,
126312194,MLP in layer-wise form with applications to weight decay,2002,Neural Computation,
497099819,Comparison of model selection for regression,2003,Neural Computation,
364313888,Parameter learning for alpha integration,2013,Neural Computation,
278480522,Optimal spike-timing-dependent plasticity for precise action potential firing in supervised learning,2006,Neural Computation,
130210926,"Bayesian framework for least-squares support vector machine classifiers, Gaussian processes, and kernel fisher discriminant analysis",2002,Neural Computation,
210467315,Population coding with motion energy filters: The impact of correlations,2008,Neural Computation,
158917603,Controlling hidden layer capacity through lateral connections,1997,Neural Computation,
95821411,State-Space Models: From the EM Algorithm to a Gradient Approach,2007,Neural Computation,
32961074,Modeling conditional probability distributions for periodic variables,1996,Neural Computation,
242255773,Excessive Noise Injection Training of Neural Networks for Markerless Tracking in Obscured and Segmented Environments,2006,Neural Computation,
285519428,Evidence Evaluation for Bayesian Neural Networks Using Contour Monte Carlo,2005,Neural Computation,
117283650,Sequential fixed-point ica based on mutual information minimization,2008,Neural Computation,
405309,Neural network models for conditional distribution under bayesian analysis,2008,Neural Computation,
482005373,Differential Log Likelihood for Evaluating and Learning Gaussian Mixtures,2006,Neural Computation,
456169575,Efficient calculation of the gauss-newton approximation of the hessian matrix in neural networks,2012,Neural Computation,
407706278,Multilayer perceptron classification of unknown volatile chemicals from the firing rates of insect olfactory sensory neurons and its application to biosensor design,2013,Neural Computation,
494928094,Products of Gaussians and probabilistic minor component analysis,2002,Neural Computation,
488774524,Using Bayes�?Rule to Model Multisensory Enhancement in the Superior Colliculus,2000,Neural Computation,
49731392,A unifying review of linear Gaussian models,1999,Neural Computation,
47643633,Optimal short-term population coding: when fisher information fails,2002,Neural Computation,
336419114,A Monte Carlo EM Approach for partially observable diffusion processes: theory and applications to neural networks,2002,Neural Computation,
71779753,Measuring the VC-Dimension Using Optimized Experimental Design,2000,Neural Computation,
162714553,Information geometry of U-Boost and Bregman divergence,2004,Neural Computation,
133633043,GTM: the generative topographic mapping,1998,Neural Computation,
30418844,On the complexity of computing and learning with multiplicative neural networks,2002,Neural Computation,
121672189,Improving Generalization Performance of Natural Gradient Learning Using Optimized Regularization by NIC,2004,Neural Computation,
226637404,Toward optimally distributed computation,1998,Neural Computation,
224731052,Trading variance reduction with unbiasedness: the regularized subspace information criterion for robust model selection in kernel regression,2004,Neural Computation,
410314825,Fast generalized cross-validation algorithm for sparse model learning,2007,Neural Computation,
368725050,Comparison of approximate methods for handling hyperparameters,1999,Neural Computation,
465354612,No free lunch for early stopping,1999,Neural Computation,
222914862,Attention-Gated Reinforcement Learning of Internal Representations for Classification,2005,Neural Computation,
185502700,Characterizing responses of translation-invariant neurons to natural stimuli: Maximally informative invariant dimensions,2012,Neural Computation,
417797840,Sequential Bayesian decoding with a population of neurons,2003,Neural Computation,
112530782,"A Quantitative Study of Fault Tolerance, Noise Immunity, and Generalization Ability of MLPs",2000,Neural Computation,
161404479,An unsupervised ensemble learning method for nonlinear dynamic state-space models,2002,Neural Computation,
279217003,Suitability of V1 energy models for object classification,2011,Neural Computation,
363758210,A General Probability Estimation Approach for Neural Computation,2000,Neural Computation,
179656426,Sequential Monte Carlo Methods to Train Neural Network Models,2000,Neural Computation,
311969054,A Robust Information Clustering Algorithm,2005,Neural Computation,
267997685,Fast curvature matrix-vector products for second-order gradient descent,2002,Neural Computation,
120263291,Resolution-Based Complexity Control for Gaussian Mixture Models,2001,Neural Computation,
463229106,Convergent Decomposition Techniques for Training RBF Neural Networks,2001,Neural Computation,
486320204,Subspace Information Criterion for Model Selection,2001,Neural Computation,
445766264,Variational Bayesian learning of ICA with missing data,2003,Neural Computation,
236006658,Robust Formulations for Training Multilayer Perceptrons,2004,Neural Computation,
257688182,A global optimum approach for one-layer neural networks,2002,Neural Computation,
364784313,Hierarchical Bayesian Models for Regularization in Sequential Learning,2000,Neural Computation,
191936339,Improving generalization capabilities of dynamic neural networks,2004,Neural Computation,
10247058,Bayesian spiking neurons ii: Learning,2008,Neural Computation,
375094807,On the analysis and interpretation of inhomogeneous quadratic forms as receptive fields,2006,Neural Computation,
356734392,Preintegration lateral inhibition enhances unsupervised learning,2002,Neural Computation,
290950316,Choice and Value Flexibility Jointly Contribute to the Capacity of a Subsampled Quadratic Classifier,2000,Neural Computation,
452010096,Slow feature analysis: unsupervised learning of invariances,2002,Neural Computation,
222618627,Probability density estimation using entropy maximization,1998,Neural Computation,
306523521,Mixtures of probabilistic principal component analyzers,1999,Neural Computation,
348892760,Neural networks with local receptive fields and superlinear VC Dimension,2002,Neural Computation,
198773245,Bayesian trigonometric support vector classifier,2003,Neural Computation,
210110350,Marr's theory of the neocortex as a self-organizing neural network,1997,Neural Computation,
318404603,Independent vector analysis for source separation using a mixture of gaussians prior,2010,Neural Computation,
46978390,Structure learning in conditional probability models via an entropic prior and parameter extinction,1999,Neural Computation,
46832800,Clustering Irregular Shapes Using High-Order Neurons,2000,Neural Computation,
35088116,Issues in Bayesian analysis of neural network models,1998,Neural Computation,
395989020,Deterministic neural classification,2008,Neural Computation,
138999357,Bayesian radial basis functions of variable dimension,1998,Neural Computation,
99623201,Visualizing the Function Computed by a Feedforward Neural Network,2000,Neural Computation,
331242831,Neural network pruning with Tukey-Kramer multiple comparison procedure,2002,Neural Computation,
193481044,Neural network uncertainty assessment using Bayesian statistics: a remote sensing application,2004,Neural Computation,
243392538,The mee principle in data classification: A perceptron-based analysis,2010,Neural Computation,
201647352,Approximation by fully complex multilayer perceptrons,2003,Neural Computation,
366658534,Nonlinear time-series prediction with missing and noisy data,1998,Neural Computation,
225267793,Constructive incremental learning from only local information,1998,Neural Computation,
276439621,Kernels for longitudinal data with variable sequence length and sampling intervals,2011,Neural Computation,
198036058,Neurons with Two Sites of Synaptic Integration Learn Invariant Representations,2001,Neural Computation,
230025737,Separating Style and Content with Bilinear Models,2000,Neural Computation,
8983627,On different facets of regularization theory,2002,Neural Computation,
331142859,Stochastic Organization of Output Codes in Multiclass Learning Problems,2001,Neural Computation,
359450277,Online Model Selection Based on the Variational Bayes,2001,Neural Computation,
404111520,Memory stacking in hierarchical networks,2016,Neural Computation,
363067906,FastGeneralizedCross-ValidationAlgorithmforSparseModel Learning,2007,Neural Computation,
344428774,Piecewise-Linear Neural Networks and Their Relationship to Rule Extraction from Data,2006,Neural Computation,
187817685,E-Science and artificial neural networks in cancer management,2007,Concurrency and Computation: Practice and Experience,
95724611,Genetic algorithm-based neural network learning parameter selection for ore grade evaluation of limestone deposit,2008,Mining Technology,
280883041,Comparing the predictive performance of neural networks with ordinary kriging in a bauxite deposit,2005,Mining Technology,
438590101,Modelling time dependent swelling potential of mudrock using laboratory tests and artificial neural network,2008,Mining Technology,
136650125,Artificial neural network models to predict nodal status in clinically node-negative breast cancer,2019,BMC Cancer,
7107085,Policy and the structure of roll call voting in the US house,2020,Journal of Public Policy,
270706256,Role of the Hippocampus in Distinct Memory Traces: Timing of Match and Mismatch Enhancement Revealed by Intracranial Recording,2017,Neuroscience Bulletin,
269351670,"The register of prices and values for real estates database modelling, applying computer aided software engineering tools",2008,Geomatics and Environmental Engineering,
322654199,The analysis of the patterns of land classification in terms of the application in the valuation of soilless areas,2008,Geomatics and Environmental Engineering,
482326682,Bayesian Inverse Quantum Theory,2000,Few-body Systems,
266116171,A NOVEL METHOD FOR IDENTIFYING VORTICAL STRUCTURES,2002,Journal of Fluids and Structures,
457117155,Neural Network Classification of Brain Hemodynamic Responses from Four Mental Tasks,2011,International Journal of Optomechatronics,
377798112,Prediction of coal ash fusion temperatures using computational intelligence based models,2018,International Journal of Coal Science & Technology,
421512137,Rotor fault detector of the converter-fed induction motor based on RBF neural network,2014,Bulletin of The Polish Academy of Sciences-technical Sciences,
269694491,Optimisation of neural state variables estimators of two-mass drive system using the Bayesian regularization method,2011,Bulletin of The Polish Academy of Sciences-technical Sciences,
320457165,Motif-based protein sequence classification using neural networks.,2005,Journal of Computational Biology,
374508562,Towards an Integrated Protein–Protein Interaction Network: A Relational Markov Network Approach,2006,Journal of Computational Biology,
242187738,Amino Acid Substitution Matrices from an Artificial Neural Network Model,2001,Journal of Computational Biology,
414524189,Learning Gene Functional Classifications from Multiple Data Types,2002,Journal of Computational Biology,
315997765,Applying Fuzzy Technologies to Equivalence Learning in Protein Classification,2009,Journal of Computational Biology,
304556582,A Bayesian Network Classification Methodology for Gene Expression Data,2004,Journal of Computational Biology,
420822845,"Structural Health Monitoring: from Structures to Systems-of-Systems�?,2015""",IFAC-PapersOnLine,,
19511130,The dynamics of linear combinations: tracking 3D skeletons of human subjects,2002,Image and Vision Computing,
116647,Face distributions in similarity space under varying head pose,2001,Image and Vision Computing,
149401807,Adaptive segmentation of ultrasound images,1999,Image and Vision Computing,
573317,Markov Chain Monte Carlo Modular Ensemble Tracking,2013,Image and Vision Computing,
277104389,Automatic parameter regulation of perceptual systems,2006,Image and Vision Computing,
61850410,Neural networks in human motion tracking : An experimental study,1997,Image and Vision Computing,
467964162,Image compression using principal component neural networks,2001,Image and Vision Computing,
477496684,A two-step neural-network based algorithm for fast image super-resolution,2007,Image and Vision Computing,
322090858,Using expectation-maximisation to learn dynamical models from visual data,1999,Image and Vision Computing,
330382460,Tracking colour objects using adaptive mixture models,1999,Image and Vision Computing,
19468398,Automatic machine vision calibration using statistical and neural network methods,2005,Image and Vision Computing,
211466780,Dirichlet Gaussian mixture model: Application to image segmentation,2011,Image and Vision Computing,
81526902,Continuous dimensionality characterization of image structures,2009,Image and Vision Computing,
302035838,An EM/E-MRF algorithm for adaptive model based tracking in extremely poor visibility,2008,Image and Vision Computing,
161046642,Representation and synthesis of behaviour using Gaussian mixtures,2002,Image and Vision Computing,
70820646,Design of effective neural network ensembles for image classification purposes,2001,Image and Vision Computing,
385771348,Registration of images with affine geometric distortion based on Maximally Stable Extremal Regions and phase congruency,2015,Image and Vision Computing,
87349424,Learning spatio-temporal patterns for predicting object behaviour,2000,Image and Vision Computing,
245480255,Exploratory learning structures in artificial cognitive systems,2009,Image and Vision Computing,
301032031,Measuring the Performance of Face Localization Systems,2006,Image and Vision Computing,
281907818,A systematic approach to nD orientation representation,2004,Image and Vision Computing,
388540742,An observation-constrained generative approach for probabilistic classification of image regions,2003,Image and Vision Computing,
189310360,An automated pattern recognition system for the quantification of inflammatory cells in hepatitis-C-infected liver biopsies,2006,Image and Vision Computing,
87808797,Minimum Bayes error features for visual recognition,2009,Image and Vision Computing,
474148775,Practical generation of video textures using the auto-regressive process,2004,Image and Vision Computing,
223740197,Taking the bite out of automated naming of characters in TV video,2009,Image and Vision Computing,
126717171,Bayesian and non-Bayesian probabilistic models for medical image analysis,2003,Image and Vision Computing,
5813685,Learning a generic 3D face model from 2D image databases using incremental Structure-from-Motion,2010,Image and Vision Computing,
383547071,Vehicle detection in intelligent transportation systems and its applications under varying environments: A review,2017,Image and Vision Computing,
13579635,Structuring and Querying Documents in an Audio Database Management System,2004,Multimedia Tools and Applications,
361611233,Counting moving people in crowds using motion statistics of feature-points,2014,Multimedia Tools and Applications,
336020649,Evolutionary discriminative confidence estimation for spoken term detection,2013,Multimedia Tools and Applications,
84121861,Exploring probabilistic localized video representation for human action recognition,2012,Multimedia Tools and Applications,
106436152,An automatic feature generation approach to multiple instance learning and its applications to image databases,2010,Multimedia Tools and Applications,
324970237,LearnMet: learning domain-specific distance metrics for plots of scientific functions,2007,Multimedia Tools and Applications,
273468062,A Bayesian approach for sleep and wake classification based on dynamic time warping method,2017,Multimedia Tools and Applications,
73239484,Continuous affect recognition with weakly supervised learning,2019,Multimedia Tools and Applications,
73130492,"Credit scoring, statistical techniques and evaluation criteria: A review of the literature",2011,"International Journal of Intelligent Systems in Accounting, Finance & Management",
135059577,Feature selection methods involving support vector machines for prediction of insolvency in non‐life insurance companies,2004,"International Journal of Intelligent Systems in Accounting, Finance & Management",
