id,title,year,journal_name,conf_name
373218734,Sensor placement for grid coverage under imprecise detections,2002,,International Conference on Information Fusion
405781605,Energy-Efficient Data Multicast in Multi-Hop Wireless Networks,2002,Center for Embedded Network Sensing,
408152775,"Scalable, Ad Hoc Deployable, RF-Based Localization",2002,,
425663115,Location errors in wireless embedded sensor networks,2002,Mobile Computing and Communications Review,
439381611,"Location errors in wireless embedded sensor networks: sources, models, and effects on applications",2002,Mobile Computing and Communications Review,
483153650,Residual energy scan for monitoring sensor networks,2002,,Wireless Communications and Networking Conference
1163065,Sensing field: coverage characterization in distributed sensor networks,2003,,"International Conference on Acoustics, Speech, and Signal Processing"
11755432,Topology-aware placement and role assignment for energy-efficient information gathering in sensor networks,2003,,International Symposium on Computers and Communications
25177454,The coverage problem in a wireless sensor network,2003,,Sensor Networks and Applications
35907311,Topology control for wireless sensor networks,2003,,ACM/IEEE International Conference on Mobile Computing and Networking
46456102,Sensor deployment and target localization based on virtual forces,2003,,International Conference on Computer Communications
61909285,A bidding protocol for deploying mobile sensors,2003,,International Conference on Network Protocols
62840616,BeanWatcher: A Tool to Generate Multimedia Monitoring Applications for Wireless Sensor Networks,2003,Lecture Notes in Computer Science,
65174728,A distributed self spreading algorithm for mobile wireless sensor networks,2003,,Wireless Communications and Networking Conference
68683820,Minimal and maximal exposure path algorithms for wireless embedded sensor networks,2003,,International Conference on Embedded Networked Sensor Systems
75261935,Coverage-aware self-scheduling in sensor networks,2003,,
75583273,Integrated coverage and connectivity configuration in wireless sensor networks,2003,,International Conference on Embedded Networked Sensor Systems
80367649,Multi-agent simulations (MAS) for assessing massive sensor coverage and deployment,2003,,
100010609,Exposure of variable speed targets through a sensor field,2003,,International Conference on Information Fusion
112686404,"Ad hoc sensor networks, constraint programming and distributed agreement",2003,,International Conference on Information Technology: Research and Education
113272246,A distributed algorithm for waking-up in heterogeneous sensor networks,2003,,Information Processing in Sensor Networks
130626267,QoS control for sensor networks,2003,,International Conference on Communications
137805113,A cell-based location-sensing method for wireless networks,2003,Wireless Communications and Mobile Computing,
138550952,Multi-resolution state retrieval in sensor networks,2003,,
140390286,Sensor Network Architecture,2003,,
155547606,Robust location detection in emergency sensor networks,2003,,International Conference on Computer Communications
159719579,Collinearity for sensor network localization,2003,,Vehicular Technology Conference
162204617,Optimal coverage paths in ad-hoc sensor networks,2003,,International Conference on Communications
168270639,MANNA: a management architecture for wireless sensor networks,2003,IEEE Communications Magazine,
184551769,Role-based hierarchical self organization for wireless ad hoc sensor networks,2003,,Sensor Networks and Applications
185067492,Sensor placement for effective coverage and surveillance in distributed sensor networks,2003,,Wireless Communications and Networking Conference
197895631,Energy-Efficient Task Assignment Framework for Wireless Sensor Networks,2003,Center for Embedded Network Sensing,
209922701,Sensor deployment strategy for detection of targets traversing a region,2003,Mobile Networks and Applications,
273600668,Networked Infomechanical Systems (NIMS) for Ambient Intelligence,2003,Center for Embedded Network Sensing,
278086424,Critical density thresholds for coverage in wireless sensor networks,2003,,Wireless Communications and Networking Conference
297063178,Scheduling nodes in wireless sensor networks: a Voronoi approach,2003,,Local Computer Networks
312568363,E-STROBE: an adaptive beacon activation algorithm for sensor localization,2003,,Vehicular Technology Conference
330257769,Uncertainty-aware sensor deployment algorithms for surveillance applications,2003,,Global Communications Conference
347529437,An energy efficient collaborative framework for event notification in wireless sensor networks,2003,,Local Computer Networks
348311639,Region-Based Adaptation of Diffusion Protocols in MANETs,2003,,
348729730,Service Management in Wireless Sensors Network.,2003,,Latin American Network Operations and Management Symposium
380947345,Connected sensor cover: self-organization of sensor networks for efficient query execution,2003,,Mobile Ad Hoc Networking and Computing
382646283,"Unreliable sensor grids: coverage, connectivity and diameter",2003,,International Conference on Computer Communications
394978928,Location tracking in a wireless sensor network by mobile agents and its data fusion strategies,2003,,Information Processing in Sensor Networks
409834676,On the Coverage and Detectability of Large-scale Wireless Sensor Networks,2003,,"Modeling and Optimization in Mobile, Ad-Hoc and Wireless Networks"
434330001,Computing aggregates for monitoring wireless sensor networks,2003,,
437351109,Using a Shortest Path Algorithm for Identifying Areas of Interest in An Area of Operations,2003,Command and Control Research Program,
440554804,Development of distributed sensing systems of autonomous micro-modules,2003,,Electronic Components and Technology Conference
444344294,Effects of natural propagation environments on wireless sensor network coverage area,2003,,Southeastern Symposium on System Theory
450339020,Performance issues in sensor networking,2003,,International Teletraffic Congress
476948841,Connectivity reliability of large scale random ad hoc networks,2003,,Military Communications Conference
485510498,Coverage in wireless ad hoc sensor networks,2003,IEEE Transactions on Computers,
6432332,Location Tracking in a Wireless Sensor Network by Mobile Agents and Its Data Fusion Strategies,2004,The Computer Journal,
7790696,Sampling based sensor-network deployment,2004,,Intelligent Robots and Systems
12043840,2-Sensor Problem,2004,Sensors,
12370578,Self aware actuation for fault repair in sensor networks,2004,,International Conference on Robotics and Automation
15092895,Spatio-temporal correlation: theory and applications for wireless sensor networks,2004,Computer Networks,
16085927,Movement-assisted sensor deployment,2004,,International Conference on Computer Communications
21673255,Impact of heterogeneous deployment on lifetime sensing coverage in sensor networks,2004,,"Sensor, Mesh and Ad Hoc Communications and Networks"
26636803,Sensor management,2004,Wireless Sensor Network,
39621556,Networking issues in wireless sensor networks,2004,Journal of Parallel and Distributed Computing,
39696771,Co-Grid: an efficient coverage maintenance protocol for distributed sensor networks,2004,,Information Processing in Sensor Networks
44629956,Network coverage using low duty-cycled sensors: random & coordinated sleep algorithms,2004,,Information Processing in Sensor Networks
69297042,Connectivity maintenance and coverage preservation in wireless sensor networks,2004,,Canadian Conference on Electrical and Computer Engineering
77794437,Power conservation and quality of surveillance in target tracking sensor networks,2004,,ACM/IEEE International Conference on Mobile Computing and Networking
89666858,Optimizing location detection services in wireless sensor networks,2004,,Conference on Decision and Control
102210605,A Secure Key Management Scheme for Sensor Networks,2004,,Americas Conference on Information Systems
106232211,Proxy-based sensor deployment for mobile sensor networks,2004,,Mobile Adhoc and Sensor Systems
120258829,Spatio-temporal sampling rates and energy efficiency in wireless sensor networks,2004,,International Conference on Computer Communications
129552928,Robust location detection with sensor networks,2004,IEEE Journal on Selected Areas in Communications,
138478812,Self-configuring localization systems: Design and Experimental Evaluation,2004,ACM Transactions in Embedded Computing Systems,
141561598,Geographical feature sensitive sensor placement,2004,Journal of Parallel and Distributed Computing,
148756612,GeoPeer: a location-aware peer-to-peer system,2004,,Network Computing and Applications
152857318,Directional versus omnidirectional antennas for energy consumption and k -connectivity of networks of sensors,2004,,International Conference on Principles of Distributed Systems
159300192,QoS support in wireless sensor networks: A survey,2004,,International Conference on Wireless Networks
175459783,On computing mobile agent routes for data fusion in distributed sensor networks,2004,IEEE Transactions on Knowledge and Data Engineering,
190612261,Dynamic Sensor Networks,2004,,
196560312,A statistical analysis of the long-run node spatial distribution in mobile ad hoc networks,2004,Wireless Networks,
203705705,Aspect-oriented design of sensor networks,2004,Journal of Parallel and Distributed Computing,
226151447,Labeling Smart Dust,2004,,European Symposium on Algorithms
226391152,Fast shared-memory algorithms for computing the minimum spanning forest of sparse graphs,2004,,International Parallel and Distributed Processing Symposium
235742461,Sensor deployment and target localization in distributed sensor networks,2004,ACM Transactions in Embedded Computing Systems,
241374751,Self Aware Actuation for Fault Repair in Sensor,2004,,
241455058,Energy-Efficient Measurement of Coverage in Distributed Sensor Networks,2004,,
245852372,Scheduling for distributed sensor networks with single sensor measurement per time step,2004,,International Conference on Robotics and Automation
260044839,Performance Issues and Network Design for Sensor Networks,2004,IEICE Transactions on Communications,
260733192,Distributed and dynamic voronoi overlays for coverage detection and distributed hash tables in ad-hoc networks,2004,,International Conference on Parallel and Distributed Systems
268470241,Wireless Sensor Networks and Computational Geometry,2004,,
287950529,Adaptive event coverage using high power mobiles over a sensor field,2004,,Vehicular Technology Conference
312516759,Detecting unauthorized activities using a sensor network,2004,Wireless Sensor Network,
331116992,A distributed evolutionary algorithmic approach to the coverage problem for submersible sensors,2004,,
333083844,Coverage issue in sensor networks with adjustable ranges,2004,,International Conference on Parallel Processing
333129652,Integrating Sensing Perspectives for Better Self Organization of Ad Hoc Wireless Sensor Networks,2004,Journal of Information Science and Engineering,
353325473,Sensor localization with Ring Overlapping based on Comparison of Received Signal Strength Indicator,2004,,Mobile Adhoc and Sensor Systems
374133487,The coverage problem in three-dimensional wireless sensor networks,2004,,Global Communications Conference
376734448,Efficient communication in an ad-hoc network,2004,Journal of Algorithms,
379074619,Peer Reviewed Title: Self Aware Actuation for Fault Repair in Sensor Networks Author:,2004,,
379795343,STREAM: Sensor Topology Retrieval at Multiple Resolutions,2004,Telecommunication Systems,
380106236,Vulnerability of sensor networks to unauthorized traversal and monitoring,2004,IEEE Transactions on Computers,
382042029,Efficient Incremental Sensor Network Deployment Algorithm,2004,,
405993393,A distributed scheme for 3D space coverage in tactical underwater sensor networks,2004,,Military Communications Conference
406232688,On greedy geographic routing algorithms in sensing-covered networks,2004,,Mobile Ad Hoc Networking and Computing
408439245,Optimizing Sensor Node Distribution with Genetic Algorithm in Wireless Sensor Network,2004,,International Symposium on Neural Networks
410340127,Uncertainty-aware and coverage-oriented deployment for sensor networks,2004,Journal of Parallel and Distributed Computing,
411427185,Extremal properties of three-dimensional sensor networks with applications,2004,IEEE Transactions on Mobile Computing,
414135739,SELF-ORGANIZED SCHEDULING OF NODE ACTIVITY IN LARGE-SCALE SENSOR NETWORKS,2004,,
418771286,Coverage and connectivity in networks with directional sensors,2004,,European Conference on Parallel Processing
420817400,Sensing uncertainty reduction using low complexity actuation,2004,,Information Processing in Sensor Networks
420849071,Variable radii connected sensor cover in sensor networks,2004,,"Sensor, Mesh and Ad Hoc Communications and Networks"
424569489,Energy efficient organization of mobile sensor networks,2004,,International Conference on Parallel Processing
430659233,Fault management in event-driven wireless sensor networks,2004,,Modeling Analysis and Simulation of Wireless and Mobile Systems
433135387,Extending the lifetime of multicast trees in WANETs,2004,Journal of Information Science and Engineering,
441830315,MINE and MILE: improving connectivity in mobile ad-hoc networks,2004,Mobile Computing and Communications Review,
445772051,Scheduling for Distributed Sensor Networks,2004,,
448527825,Improved Approximation Algorithms for Connected Sensor Cover,2004,,Ad Hoc Networks
454807563,Estimating coverage holes and enhancing coverage in mixed sensor networks,2004,,Local Computer Networks
460566272,A study of the coverage of large-scale sensor networks,2004,,Mobile Adhoc and Sensor Systems
464937024,Multi-Agent Simulation for Assessing Massive Sensor Deployment,2004,Journal of Battlefield Technology,
464963931,Energy-efficient topology control for wireless ad hoc sensor networks,2004,Journal of Information Science and Engineering,
482573512,Arquiteturas para Redes de Sensores Sem Fio,2004,,
488920344,Reducing localization errors in sensor ad hoc networks,2004,,"International Performance, Computing, and Communications Conference"
14408216,Deployment optimization of sensornet-based stochastic location-detection systems,2005,,International Conference on Computer Communications
17595689,Approximate coverage in wireless sensor networks,2005,,Local Computer Networks
20900504,Maintaining Sensing Coverage and Connectivity in Large Sensor Networks.,2005,Ad Hoc & Sensor Wireless Networks,
29352353,Coverage and connectivity of ad hoc networks presence of channel randomness,2005,,International Conference on Computer Communications
30502323,ENERGY-EFFICIENT NODE SCHEDULING MODELS IN SENSOR NETWORKS WITH ADJUSTABLE RANGES,2005,International Journal of Foundations of Computer Science,
33432621,Coverage and Energy Efficient Information Gathering Protocol in Wireless Sensor Networks,2005,,Parallel and Distributed Computing: Applications and Technologies
39108010,A Joint Design Approach for Communication Schedule and Layout of Wireless Sensor Networks.,2005,,International Conference on Wireless Networks
42951615,Maximum network lifetime in wireless sensor networks with adjustable sensing ranges,2005,,"Wireless and Mobile Computing, Networking and Communications"
43429885,Coverage problem of wireless sensor networks,2005,,
51335698,Analysis of target detection performance for wireless sensor networks,2005,,Distributed Computing in Sensor Systems
70213451,The bin-covering technique for thresholding random geometric graph properties,2005,,Symposium on Discrete Algorithms
100514178,Symbiosis: cooperative algorithms for mobile robots and a sensor network,2005,,
102446862,Distributed Cooperative coverage Control of Sensor Networks,2005,,Conference on Decision and Control
104500431,Energy-efficient deployment of Intelligent Mobile sensor networks,2005,,"Systems, Man and Cybernetics"
111065918,Energy and deployment aware sensing for wireless sensor networks,2005,,"Wireless and Mobile Computing, Networking and Communications"
115038182,Controlling sensor density using mobility,2005,,IEEE Workshop on Embedded Networked Sensors
120885873,Efficient deployment algorithms for ensuring coverage and connectivity of wireless sensor networks,2005,,International Wireless Internet Conference
125899349,Self-Localization Systems and Algorithms for Wireless Sensor Networks,2005,Journal of Software,
127164489,Protecting with sensor networks: perimeters and axes,2005,,Military Communications Conference
130769071,Mitigation and Exploitation of Multipath Fading in Wireless Sensor Networks,2005,,
137493256,Energy efficient organization of mobile sensor networks,2005,"International Journal of Parallel, Emergent and Distributed Systems",
139291864,Correlation based video processing in video sensor networks,2005,,International Conference on Wireless Networks
140045669,The coverage problem for myopic sensors,2005,,International Conference on Wireless Networks
141744775,Mobility improves coverage of sensor networks,2005,,Mobile Ad Hoc Networking and Computing
147461590,ANALYSIS OF COVERAGE AND CONNECTIVITY IN WIRELESS AD HOC SENSOR NETWORKS,2005,,
148836622,Distributed direction-based localization in wireless sensor networks,2005,,International Symposium on Computers and Communications
151663358,Connectivity aware topology control in ad hoc networks using mobile routers,2005,,"International Conference on Electronics, Hardware, Wireless and Optical Communications"
155058320,Distributed Kalman Filter with Embedded Consensus Filters,2005,,Conference on Decision and Control
155084783,Distributed core assisted scalable data dissemination in mobile ad hoc networks,2005,,Collaborative Computing
156017864,Fuzzy deployment for wireless sensor networks,2005,,Computational Intelligence
156678763,Localization in Wireless Ad Hoc Networks,2005,,
171214544,A probabilistic signal-strength-based evaluation methodology for sensor network deployment,2005,,Advanced Information Networking and Applications
180994848,Localized Algorithm for Coverage in Wireless Sensor Networks,2005,,Parallel and Distributed Computing: Applications and Technologies
184090090,Sensor Networks and Cooperative Control,2005,,Conference on Decision and Control
187448953,Geographical cluster based routing in sensing-covered networks,2005,,International Conference on Distributed Computing Systems Workshops
198559406,Coverage in Wireless Sensor Networks,2005,,
207793929,Achieving minimum coverage breach under bandwidth constraints in wireless sensor networks,2005,,International Conference on Computer Communications
216691474,Multiresolution storage and search in sensor networks,2005,ACM Transactions on Storage,
219417970,RIPPLE: A Fair Power Conservation Algorithm for Wireless Sensor Networks,2005,,
243065212,EFFICIENT OBJECT LOCALIZATION AND TRACKING WITH DISCRETE SPATIAL MAPPING,2005,,
246766989,A distributed protocol for query execution in sensor networks,2005,,Wireless Communications and Networking Conference
246896505,Accurate anchor-free node localization in wireless sensor networks,2005,,"International Performance, Computing, and Communications Conference"
251060128,Sensor relocation in mobile sensor networks,2005,,International Conference on Computer Communications
251255042,Sensor Networks and Cooperative Control,2005,European Journal of Control,
255637822,Fault tolerant connected sensor cover with variable sensing and transmission ranges,2005,,"Sensor, Mesh and Ad Hoc Communications and Networks"
269061500,The coverage problem in a wireless sensor network,2005,Mobile Networks and Applications,
277678534,Fundamentals of mobile and pervasive computing,2005,,
287931526,Algorithms for Wireless Sensor Networks,2005,International Journal of Distributed Sensor Networks,
289737752,A range-based localization algorithm for wireless sensor networks,2005,Journal of Communications and Networks,
290844433,Empirical analysis of the connectivity threshold of mobile agents on the grid,2005,Lecture Notes in Computer Science,
303666062,DISTRIBUTED CONTROL OF DISTRIBUTED PARAMETER SYSTEMS USING MOBILE ACTUATOR AND SENSOR NETWORKS,2005,,
303991449,"On fault tolerance, performance, and reliability for wireless and sensor networks",2005,,
309001009,Hazard avoidance in wireless sensor and actor networks,2005,,"Broadband Communications, Networks and Systems"
311212180,Networking Wireless Sensors,2005,,
312355161,Direction-based Localization Schemes for Wireless Sensor Networks,2005,,
313414543,Coverage and energy tradeoff in density control on sensor networks,2005,,International Conference on Parallel and Distributed Systems
313793338,Coordinated Actuation for Sensing Uncertainty Reduction,2005,Center for Embedded Network Sensing,
315088373,On Solving Coverage Problems in a Wireless Sensor Network Using Voronoi Diagrams,2005,,Workshop on Internet and Network Economics
317855693,Anti-detection: how does a target traverse a sensing field,2005,,International Conference on Embedded Software and Systems
321601725,pCover: Partial Coverage for Long-Lived Surveillance Sensor Networks,2005,,
337273283,The Effects of Deployment Irregularity on Coverage in Wireless Sensor Networks,2005,,"International Conference on Intelligent Sensors, Sensor Networks and Information Processing"
345760930,Wireless sensor networks: applications and challenges of ubiquitous sensing,2005,IEEE Circuits and Systems Magazine,
348725732,Worst and best information exposure paths in wireless sensor networks,2005,,Mobile Ad-hoc and Sensor Networks
360058950,Actuation scheduling in mobile actuator networks for spatial-temporal feedback control of a diffusion process with dynamic obstacle avoidance,2005,,International Conference on Mechatronics and Automation
362713041,Developing energy-efficient topologies and routing for wireless sensor networks,2005,,Network and Parallel Computing
362779921,Connectivity maintenance and coverage preservation in wireless sensor networks,2005,,Ad Hoc Networks
365423073,Terrain-constrained mobile sensor networks,2005,,Global Communications Conference
372559695,Reliable sensor networks for planet exploration,2005,,"International Conference on Networking, Sensing and Control"
372772500,Scalable mobility management in wireless ad hoc sensor systems,2005,,"International Conference on Electronics, Circuits, and Systems"
377459818,A minimum cost heterogeneous sensor network with a lifetime constraint,2005,IEEE Transactions on Mobile Computing,
380373354,Coverage and Connectivity Issues in Wireless Sensor Networks,2005,,
381701682,Consensus Filters for Sensor Networks and Distributed Sensor Fusion,2005,,Conference on Decision and Control
387336400,A predictive QoS control strategy for wireless sensor networks,2005,,Mobile Adhoc and Sensor Systems
389484404,Relay Placement in Sensor Networks,2005,,
391548033,Evolutionary algorithm for the dynamic coverage problem applied to wireless sensor networks design,2005,,Congress on Evolutionary Computation
393429789,Blind Swarms for Coverage in 2-D,2005,,Robotics: Science and Systems
397410589,Sensor deployment optimization for detecting maneuvering targets,2005,,International Conference on Information Fusion
397675670,Energy-efficient target coverage in wireless sensor networks,2005,,International Conference on Computer Communications
398212343,Randomized Initialization of a Wireless Multihop Network,2005,,Hawaii International Conference on System Sciences
405442542,Deployment issues in wireless sensor networks,2005,,Mobile Ad-hoc and Sensor Networks
406351460,Understanding performance limits in wireless sensor networks,2005,,
410066808,Coverage analysis for wireless sensor networks,2005,,Mobile Ad-hoc and Sensor Networks
413011771,Geographic grid routing for wireless sensor networks,2005,,"International Conference on Networking, Sensing and Control"
414604696,Integrated coverage and connectivity configuration for energy conservation in sensor networks,2005,ACM Transactions on Sensor Networks,
415136892,Dynamic coverage in ad-hoc sensor networks,2005,Mobile Networks and Applications,
415641780,Spatio-temporal sampling rates and energy efficiency in wireless sensor networks,2005,IEEE ACM Transactions on Networking,
419981386,Self-organization of wireless sensor networks,2005,,
421387354,Randomized coverage-preserving scheduling schemes for wireless sensor networks,2005,,International Conference on Networking
424069729,Barrier coverage with wireless sensors,2005,,ACM/IEEE International Conference on Mobile Computing and Networking
424877343,Coverage and hole-detection in sensor networks via homology,2005,,Information Processing in Sensor Networks
426609399,Distributed sensor placement with sequential particle swarm optimization,2005,,IEEE Swarm Intelligence Symposium
427383107,Information coverage for wireless sensor networks,2005,IEEE Communications Letters,
429564106,An energy aware coverage-preserving scheme for wireless sensor networks,2005,,"Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks"
441455065,A probabilistic signal-strength-based evaluation methodology for sensor network deployment,2005,,Ubiquitous Computing
445010338,Coordinated sensor deployment for improving secure communications and sensing coverage,2005,,Security of ad hoc and Sensor Networks
450237406,Empirical Analysis of the Connectivity Threshold of Mobile Agents on the Grid.,2005,,
454897368,A key pre-distribution scheme for wireless sensor networks,2005,,Wireless Telecommunications Symposium
454930413,"LORD: A Localized, Reactive and Distributed Protocol for Node Scheduling in Wireless Sensor Networks",2005,,"Design, Automation, and Test in Europe"
470614671,Tightly integrating activity scheduling for wireless sensor networks,2005,,"Wireless and Mobile Computing, Networking and Communications"
471923711,An Introduction to Wireless Sensor Networks,2005,,
474245413,Energy-efficient sensor network design subject to complete coverage and discrimination constraints,2005,,"Sensor, Mesh and Ad Hoc Communications and Networks"
476024195,ACOS: a precise energy-aware coverage control protocol for wireless sensor networks,2005,,Mobile Ad-hoc and Sensor Networks
484546712,Distributed CoreAssisted Scalable DataDissemination inMobile AdHoc Networks,2005,,
488717634,Broadcasting and Topology Control in Wireless Ad Hoc Networks.,2005,,
492784533,On coverage problems of directional sensor networks,2005,,Mobile Ad-hoc and Sensor Networks
495472726,"Unreliable sensor grids: coverage, connectivity and diameter",2005,,Ad Hoc Networks
94123485,A graphical simulation system for modeling and analysis of sensor networks,2005,,International Symposium on Multimedia
2592677,Bottleneck around Base Station in Wireless Sensor Network and its Solution,2006,,International Conference on Mobile and Ubiquitous Systems: Networking and Services
2871418,WSN09-6: Blocking Vulnerable Paths of Wireless Sensor Networks,2006,,Global Communications Conference
6394895,Alternance synchrone pour la conservation d'énergie dans les réseaux ad hoc,2006,,
7141968,Self-Protection for Wireless Sensor Networks,2006,,International Conference on Distributed Computing Systems
8561210,A Delaunay triangulation based method for wireless sensor network deployment,2006,,International Conference on Parallel and Distributed Systems
12080504,Mutual Exclusion in Wireless Sensor and Actor Networks,2006,,"Sensor, Mesh and Ad Hoc Communications and Networks"
14289628,Coverage Strategies in Wireless Sensor Networks,2006,International Journal of Distributed Sensor Networks,
18623213,A Distributed QoS Control Schema for Wireless Sensor Networks,2006,,International Conference on Intelligent Computing
22200869,Sacrificing a Little Coverage Can Substantially Increase Network Lifetime,2006,,"Sensor, Mesh and Ad Hoc Communications and Networks"
26399126,TeenyLIME: transiently shared tuple space middleware for wireless sensor networks,2006,,Middleware for Sensor Networks
39550622,An energy efficient 3-dimensional wireless sensor cover,2006,,Consumer Communications and Networking Conference
43022139,Belief consensus and distributed hypothesis testing in sensor networks,2006,Lecture Notes in Control and Information Sciences,
49881503,WSN18-6: A Unifying Architecture for Maximal Connectivity in Heterogeneous Ad Hoc Networks,2006,,Global Communications Conference
53184626,Using Existing Infrastructure as Support for Wireless Sensor Networks,2006,,
58849018,Swarm Intelligence for the Self-Organization of Wireless Sensor Network,2006,,IEEE International Conference on Evolutionary Computation
59351118,Multiobjective Multistatic Sonar Sensor Placement,2006,,World Congress on Computational Intelligence
70815402,Effective Coverage Control using Dynamic Sensor Networks,2006,,Conference on Decision and Control
73796137,Sixth-Sense: Context Reasoning for Potential Objects Detection in Smart Sensor Rich Environment,2006,,IEEE/WIC/ACM International Conference on Intelligent Agent Technology
75280787,Coverage In Heterogeneous Sensor Networks,2006,,"Modeling and Optimization in Mobile, Ad-Hoc and Wireless Networks"
77291087,Deployment Strategies for Differentiated Detection in Wireless Sensor Networks,2006,,"Sensor, Mesh and Ad Hoc Communications and Networks"
91233794,Timing Control During Data Aggregation Operations of Distributed Sensor Networks: Trade-off Between Query Accuracy and Response Delay,2006,Information Technology Journal,
92969148,WSN04-3: On the Path Coverage by a Non Homogeneous Sensor Field,2006,,Global Communications Conference
96548892,Energy-Efficient Data Gathering in Heterogeneous Wireless Sensor Networks,2006,,"Wireless and Mobile Computing, Networking and Communications"
96846539,WSN04-4: A Coverage-Preserving and Hole Tolerant Based Scheme for the Irregular Sensing Range in Wireless Sensor Networks,2006,,Global Communications Conference
98750222,An Attacking Track in Wireless Sensor Network,2006,,International Conference on Communications
106090137,Energy-Efficient Target Coverage in Heterogeneous Wireless Sensor Networks,2006,,Mobile Adhoc and Sensor Systems
106923653,Expected k-coverage in wireless sensor networks,2006,,Ad Hoc Networks
116025213,Theories and Algorithms of Coverage Control for Wireless Sensor Networks,2006,Journal of Software,
116038152,PERFORMANCE STUDIES OF WIRELESS MULTIHOP NETWORKS,2006,,
116798047,Embedding expression: Pervasive computing architecture for art and entertainment,2006,Pervasive and Mobile Computing,
121709299,Fast shared-memory algorithms for computing the minimum spanning forest of sparse graphs,2006,Journal of Parallel and Distributed Computing,
122833247,Coverage and connectivity in three-dimensional networks,2006,,ACM/IEEE International Conference on Mobile Computing and Networking
126585178,Tree-based Deployment Algorithm in Mobile Sensor Networks,2006,,
128733718,WLC12-1: Distributed Coordinate-free Hole Detection and Recovery,2006,,Global Communications Conference
134713096,Coordinated Sensing Coverage in Sensor Networks using Distributed Reinforcement Learning,2006,,International Conference on Networks
144857908,"Sensor Deployment Using Interleaved Experimentation, Modeling, and Optimization",2006,Center for Embedded Network Sensing,
146856787,Impact of Node Density and Sensing Range on Intrusion Detection in Wireless Sensor Networks,2006,,International Conference on Computer Communications and Networks
147470247,Grid Scan: A Simple and Effective Approach for Coverage Issue in Wireless Sensor Networks,2006,,International Conference on Communications
151784224,Maximize the coverage lifetime of sensor networks,2006,,Embedded and Ubiquitous Computing
154772281,A Forecasting-Based Monitoring and Tomography Framework for Wireless Sensor Networks,2006,,International Conference on Communications
160581576,Algorithm to locate points in a Delaunay triangulation,2006,,Southeastern Symposium on System Theory
165260793,Wireless sensor networks for underwater survelliance systems,2006,,Ad Hoc Networks
171465537,Towards wireless sensor networks with enhanced vision capabilities,2006,"Annales Umcs, Informatica",
171574588,A study on the locality behavior of minimum spanning tree algorithms,2006,,"IEEE International Conference on High Performance Computing, Data, and Analytics"
176762712,Coverage Aware Buffer Management and Scheduling for Wireless Sensor Networks,2006,,"Sensor, Mesh and Ad Hoc Communications and Networks"
177953941,Connectivity in energy balanced traffic distribution,2006,,Wireless Communications and Networking Conference
180324835,Coverage protocols for detecting fully sponsored sensors in wireless sensor networks,2006,,"Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks"
180793281,Deployment of mobile robots with energy and timing constraints,2006,IEEE Transactions on Robotics,
